items	SCG
GC_00001555	1
GC_00001556	1
GC_00001557	1
GC_00001558	1
GC_00001559	1
GC_00001560	1
GC_00001561	1
GC_00001562	1
GC_00001563	1
GC_00001564	1
GC_00001565	1
GC_00001566	1
GC_00001567	1
GC_00001568	1
GC_00001569	1
GC_00001570	1
GC_00001571	1
GC_00001572	1
GC_00001573	1
GC_00001574	1
GC_00001575	1
GC_00001576	1
GC_00001577	1
GC_00001578	1
GC_00001579	1
GC_00001580	1
GC_00001581	1
GC_00001582	1
GC_00001583	1
GC_00001584	1
GC_00001585	1
GC_00001586	1
GC_00001587	1
GC_00001588	1
GC_00001589	1
GC_00001590	1
GC_00001591	1
GC_00001592	1
GC_00001593	1
GC_00001594	1
GC_00001595	1
GC_00001596	1
GC_00001597	1
GC_00001598	1
GC_00001599	1
GC_00001600	1
GC_00001601	1
GC_00001602	1
GC_00001603	1
GC_00001604	1
GC_00001605	1
GC_00001606	1
GC_00001607	1
GC_00001608	1
GC_00001609	1
GC_00001610	1
GC_00001611	1
GC_00001612	1
GC_00001613	1
GC_00001614	1
GC_00001615	1
GC_00001616	1
GC_00001617	1
GC_00001618	1
GC_00001619	1
GC_00001620	1
GC_00001621	1
GC_00001622	1
GC_00001623	1
GC_00001624	1
GC_00001625	1
GC_00001626	1
GC_00001627	1
GC_00001628	1
GC_00001629	1
GC_00001630	1
GC_00001631	1
GC_00001632	1
GC_00001633	1
GC_00001634	1
GC_00001635	1
GC_00001636	1
GC_00001637	1
GC_00001638	1
GC_00001639	1
GC_00001640	1
GC_00001641	1
GC_00001642	1
GC_00001643	1
GC_00001644	1
GC_00001645	1
GC_00001646	1
GC_00001647	1
GC_00001648	1
GC_00001649	1
GC_00001650	1
GC_00001651	1
GC_00001652	1
GC_00001653	1
GC_00001654	1
GC_00001655	1
GC_00001656	1
GC_00001657	1
GC_00001658	1
GC_00001659	1
GC_00001660	1
GC_00001661	1
GC_00001662	1
GC_00001663	1
GC_00001664	1
GC_00001665	1
GC_00001666	1
GC_00001667	1
GC_00001668	1
GC_00001669	1
GC_00001670	1
GC_00001671	1
GC_00001672	1
GC_00001673	1
GC_00001674	1
GC_00001675	1
GC_00001676	1
GC_00001677	1
GC_00001678	1
GC_00001679	1
GC_00001680	1
GC_00001681	1
GC_00001682	1
GC_00001683	1
GC_00001684	1
GC_00001685	1
GC_00001686	1
GC_00001687	1
GC_00001688	1
GC_00001689	1
GC_00001690	1
GC_00001691	1
GC_00001692	1
GC_00001693	1
GC_00001694	1
GC_00001695	1
GC_00001696	1
GC_00001697	1
GC_00001698	1
GC_00001699	1
GC_00001700	1
GC_00001701	1
GC_00001702	1
GC_00001703	1
GC_00001704	1
GC_00001705	1
GC_00001706	1
GC_00001707	1
GC_00001708	1
GC_00001709	1
GC_00001710	1
GC_00001711	1
GC_00001712	1
GC_00001713	1
GC_00001714	1
GC_00001715	1
GC_00001716	1
GC_00001717	1
GC_00001718	1
GC_00001719	1
GC_00001720	1
GC_00001721	1
GC_00001722	1
GC_00001723	1
GC_00001724	1
GC_00001725	1
GC_00001726	1
GC_00001727	1
GC_00001728	1
GC_00001729	1
GC_00001730	1
GC_00001731	1
GC_00001732	1
GC_00001733	1
GC_00001734	1
GC_00001735	1
GC_00001736	1
GC_00001737	1
GC_00001738	1
GC_00001739	1
GC_00001740	1
GC_00001741	1
GC_00001742	1
GC_00001743	1
GC_00001744	1
GC_00001745	1
GC_00001746	1
GC_00001747	1
GC_00001748	1
GC_00001749	1
GC_00001750	1
GC_00001751	1
GC_00001752	1
GC_00001753	1
GC_00001754	1
GC_00001755	1
GC_00001756	1
GC_00001757	1
GC_00001758	1
GC_00001759	1
GC_00001760	1
GC_00001761	1
GC_00001762	1
GC_00001763	1
GC_00001764	1
GC_00001765	1
GC_00001766	1
GC_00001767	1
GC_00001768	1
GC_00001769	1
GC_00001770	1
GC_00001771	1
GC_00001772	1
GC_00001773	1
GC_00001774	1
GC_00001775	1
GC_00001776	1
GC_00001777	1
GC_00001778	1
GC_00001779	1
GC_00001780	1
GC_00001781	1
GC_00001782	1
GC_00001783	1
GC_00001784	1
GC_00001785	1
GC_00001786	1
GC_00001787	1
GC_00001788	1
GC_00001789	1
GC_00001790	1
GC_00001791	1
GC_00001792	1
GC_00001793	1
GC_00001794	1
GC_00001795	1
GC_00001796	1
GC_00001797	1
GC_00001798	1
GC_00001799	1
GC_00001800	1
GC_00001801	1
GC_00001802	1
GC_00001803	1
GC_00001804	1
GC_00001805	1
GC_00001806	1
GC_00001807	1
GC_00001808	1
GC_00001809	1
GC_00001810	1
GC_00001811	1
GC_00001812	1
GC_00001813	1
GC_00001814	1
GC_00001815	1
GC_00001816	1
GC_00001817	1
GC_00001818	1
GC_00001819	1
GC_00001820	1
GC_00001821	1
GC_00001822	1
GC_00001823	1
GC_00001824	1
GC_00001825	1
GC_00001826	1
GC_00001827	1
GC_00001828	1
GC_00001829	1
GC_00001830	1
GC_00001831	1
GC_00001832	1
GC_00001833	1
GC_00001834	1
GC_00001835	1
GC_00001836	1
GC_00001837	1
GC_00001838	1
GC_00001839	1
GC_00001840	1
GC_00001841	1
GC_00001842	1
GC_00001843	1
GC_00001844	1
GC_00001845	1
GC_00001846	1
GC_00001847	1
GC_00001848	1
GC_00001849	0
GC_00001850	1
GC_00001851	1
GC_00001852	1
GC_00001853	1
GC_00001854	1
GC_00001855	1
GC_00001856	1
GC_00001857	1
GC_00001858	1
GC_00001859	1
GC_00001860	1
GC_00001861	1
GC_00001862	1
GC_00001863	1
GC_00001864	1
GC_00001865	1
GC_00001866	1
GC_00001867	1
GC_00001868	1
GC_00001869	1
GC_00001870	1
GC_00001871	1
GC_00001872	1
GC_00001873	1
GC_00001874	1
GC_00001875	1
GC_00001876	1
GC_00001877	1
GC_00001878	1
GC_00001879	1
GC_00001880	1
GC_00001881	1
GC_00001882	1
GC_00001883	1
GC_00001884	1
GC_00001885	1
GC_00001886	1
GC_00001887	1
GC_00001888	1
GC_00001889	1
GC_00001890	1
GC_00001891	1
GC_00001892	1
GC_00001893	1
GC_00001894	1
GC_00001895	1
GC_00001896	1
GC_00001897	1
GC_00001898	1
GC_00001899	1
GC_00001900	1
GC_00001901	1
GC_00001902	1
GC_00001903	1
GC_00001904	1
GC_00001905	1
GC_00001906	1
GC_00001907	1
GC_00001908	1
GC_00001909	1
GC_00001910	1
GC_00001911	1
GC_00001912	1
GC_00001913	1
GC_00001914	1
GC_00001915	1
GC_00001916	1
GC_00001917	1
GC_00001918	1
GC_00001919	1
GC_00001920	1
GC_00001921	1
GC_00001922	1
GC_00001923	1
GC_00001924	1
GC_00001925	1
GC_00001926	1
GC_00001927	1
GC_00001928	1
GC_00001929	1
GC_00001930	1
GC_00001931	1
GC_00001932	1
GC_00001933	1
GC_00001934	1
GC_00001935	1
GC_00001936	1
GC_00001937	1
GC_00001938	1
GC_00001939	1
GC_00001940	1
GC_00001941	1
GC_00001942	1
GC_00001943	1
GC_00001944	1
GC_00001945	1
GC_00001946	1
GC_00001947	1
GC_00001948	1
GC_00001949	1
GC_00001950	1
GC_00001951	1
GC_00001952	1
GC_00001953	1
GC_00001954	1
GC_00001955	1
GC_00001956	1
GC_00001957	1
GC_00001958	1
GC_00001959	1
GC_00001960	1
GC_00001961	1
GC_00001962	1
GC_00001963	1
GC_00001964	1
GC_00001965	1
GC_00001966	1
GC_00001967	1
GC_00001968	1
GC_00001969	1
GC_00001970	1
GC_00001971	1
GC_00001972	1
GC_00001973	1
GC_00001974	1
GC_00001975	1
GC_00001976	1
GC_00001977	1
GC_00001978	1
GC_00001979	1
GC_00001980	1
GC_00001981	1
GC_00001982	1
GC_00001983	1
GC_00001984	1
GC_00001985	0
GC_00001986	1
GC_00001987	1
GC_00001988	1
GC_00001989	1
GC_00001990	1
GC_00001991	1
GC_00001992	1
GC_00001993	1
GC_00001994	1
GC_00001995	1
GC_00001996	1
GC_00001997	1
GC_00001998	1
GC_00001999	1
GC_00002000	1
GC_00002001	1
GC_00002002	1
GC_00002003	1
GC_00002004	1
GC_00002005	1
GC_00002006	1
GC_00002007	1
GC_00002008	1
GC_00002009	1
GC_00002010	1
GC_00002011	1
GC_00002012	1
GC_00002013	1
GC_00002014	1
GC_00002015	1
GC_00002016	1
GC_00002017	1
GC_00002018	1
GC_00002019	1
GC_00002020	1
GC_00002021	1
GC_00002022	1
GC_00002023	1
GC_00002024	1
GC_00002025	1
GC_00002026	1
GC_00002027	1
GC_00002028	1
GC_00002029	1
GC_00002030	1
GC_00002031	1
GC_00002032	1
GC_00002033	1
GC_00002034	1
GC_00002035	1
GC_00002036	1
GC_00002037	1
GC_00002038	1
GC_00002039	1
GC_00002040	1
GC_00002041	1
GC_00002042	1
GC_00002043	1
GC_00002044	1
GC_00002045	1
GC_00002046	1
GC_00002047	1
GC_00002048	1
GC_00002049	1
GC_00002050	1
GC_00002051	1
GC_00002052	1
GC_00002053	1
GC_00002054	1
GC_00002055	1
GC_00002056	1
GC_00002057	1
GC_00002058	1
GC_00002059	1
GC_00002060	1
GC_00002061	1
GC_00002062	1
GC_00002063	1
GC_00002064	1
GC_00002065	1
GC_00002066	1
GC_00002067	1
GC_00002068	1
GC_00002069	1
GC_00002070	1
GC_00002071	1
GC_00002072	1
GC_00002073	1
GC_00002074	1
GC_00002075	1
GC_00002076	1
GC_00002077	1
GC_00002078	1
GC_00002079	1
GC_00002080	1
GC_00002081	1
GC_00002082	1
GC_00002083	1
GC_00002084	1
GC_00002085	1
GC_00002086	1
GC_00002087	1
GC_00002088	1
GC_00002089	1
GC_00002090	1
GC_00002091	1
GC_00002092	1
GC_00002093	1
GC_00002094	1
GC_00002095	1
GC_00002096	1
GC_00002097	1
GC_00002098	1
GC_00002099	1
GC_00002100	1
GC_00002101	1
GC_00002102	1
GC_00002103	1
GC_00002104	1
GC_00002105	1
GC_00002106	1
GC_00002107	1
GC_00002108	1
GC_00002109	1
GC_00002110	1
GC_00002111	1
GC_00002112	1
GC_00002113	1
GC_00002114	1
GC_00002115	1
GC_00002116	1
GC_00002117	1
GC_00002118	1
GC_00002119	1
GC_00002120	1
GC_00002121	1
GC_00002122	1
GC_00002123	1
GC_00002124	1
GC_00002125	1
GC_00002126	1
GC_00002127	1
GC_00002128	1
GC_00002129	1
GC_00002130	1
GC_00002131	1
GC_00002132	1
GC_00002133	1
GC_00002134	1
GC_00002135	1
GC_00002136	1
GC_00002137	1
GC_00002138	1
GC_00002139	1
GC_00002140	1
GC_00002141	1
GC_00002142	1
GC_00002143	1
GC_00002144	1
GC_00002145	1
GC_00002146	1
GC_00002147	1
GC_00002148	1
GC_00002149	1
GC_00002150	0
GC_00002151	1
GC_00002152	1
GC_00002153	1
GC_00002154	1
GC_00002155	1
GC_00002156	1
GC_00002157	1
GC_00002158	1
GC_00002159	1
GC_00002160	1
GC_00002161	1
GC_00002162	1
GC_00002163	1
GC_00002164	1
GC_00002165	1
GC_00002166	1
GC_00002167	1
GC_00002168	1
GC_00002169	1
GC_00002170	1
GC_00002171	1
GC_00002172	1
GC_00002173	1
GC_00002174	1
GC_00002175	1
GC_00002176	1
GC_00002177	1
GC_00002178	1
GC_00002179	1
GC_00002180	1
GC_00002181	1
GC_00002182	1
GC_00002183	1
GC_00002184	1
GC_00002185	1
GC_00002186	1
GC_00002187	1
GC_00002188	1
GC_00002189	1
GC_00002190	1
GC_00002191	1
GC_00002192	1
GC_00002193	1
GC_00002194	1
GC_00002195	1
GC_00002196	1
GC_00002197	0
GC_00002198	1
GC_00002199	1
GC_00002200	1
GC_00002201	1
GC_00002202	1
GC_00002203	1
GC_00002204	1
GC_00002205	1
GC_00002206	1
GC_00002207	1
GC_00002208	1
GC_00002209	1
GC_00002210	1
GC_00002211	1
GC_00002212	1
GC_00002213	1
GC_00002214	1
GC_00002215	1
GC_00002216	1
GC_00002217	1
GC_00002218	1
GC_00002219	1
GC_00002220	1
GC_00002221	1
GC_00002222	1
GC_00002223	1
GC_00002224	1
GC_00002225	1
GC_00002226	1
GC_00002227	1
GC_00002228	1
GC_00002229	1
GC_00002230	1
GC_00002231	1
GC_00002232	1
GC_00002233	1
GC_00002234	1
GC_00002235	1
GC_00002236	1
GC_00002237	1
GC_00002238	1
GC_00002239	1
GC_00002240	1
GC_00002241	1
GC_00002242	1
GC_00002243	1
GC_00002244	1
GC_00002245	1
GC_00002246	1
GC_00002247	1
GC_00002248	1
GC_00002249	1
GC_00002250	1
GC_00002251	1
GC_00002252	1
GC_00002253	1
GC_00002254	1
GC_00002255	1
GC_00002256	1
GC_00002257	1
GC_00002258	1
GC_00002259	1
GC_00002260	1
GC_00002261	1
GC_00002262	1
GC_00002263	1
GC_00002264	1
GC_00002265	1
GC_00002266	1
GC_00002267	1
GC_00002268	1
GC_00002269	1
GC_00002270	1
GC_00002271	1
GC_00002272	1
GC_00002273	1
GC_00002274	1
GC_00002275	1
GC_00002276	1
GC_00002277	1
GC_00002278	1
GC_00002279	1
GC_00002280	1
GC_00002281	1
GC_00002282	1
GC_00002283	1
GC_00002284	1
GC_00002285	1
GC_00002286	1
GC_00002287	1
GC_00002288	1
GC_00002289	1
GC_00002290	1
GC_00002291	1
GC_00002292	1
GC_00002293	1
GC_00002294	1
GC_00002295	1
GC_00002296	1
GC_00002297	1
GC_00002298	1
GC_00002299	1
GC_00002300	1
GC_00002301	1
GC_00002302	1
GC_00002303	1
GC_00002304	1
GC_00002305	1
GC_00002306	1
GC_00002307	1
GC_00002308	1
GC_00002309	1
GC_00002310	1
GC_00002311	1
GC_00002312	1
GC_00002313	1
GC_00002314	1
GC_00002315	1
GC_00002316	1
GC_00002317	1
GC_00002318	1
GC_00002319	1
GC_00002320	1
GC_00002321	1
GC_00002322	1
GC_00002323	1
GC_00002324	1
GC_00002325	1
GC_00002326	1
GC_00002327	1
GC_00002328	1
GC_00002329	1
GC_00002330	1
GC_00002331	1
GC_00002332	1
GC_00002333	1
GC_00002334	1
GC_00002335	1
GC_00002336	1
GC_00002337	1
GC_00002338	1
GC_00002339	1
GC_00002340	1
GC_00002341	1
GC_00002342	1
GC_00002343	1
GC_00002344	1
GC_00002345	1
GC_00002346	1
GC_00002347	1
GC_00002348	1
GC_00002349	1
GC_00002350	1
GC_00002351	1
GC_00002352	1
GC_00002353	1
GC_00002354	1
GC_00002355	1
GC_00002356	1
GC_00002357	1
GC_00002358	1
GC_00002359	1
GC_00002360	1
GC_00002361	1
GC_00002362	1
GC_00002363	1
GC_00002364	1
GC_00002365	1
GC_00002366	1
GC_00002367	1
GC_00002368	1
GC_00002369	1
GC_00002370	1
GC_00002371	1
GC_00002372	1
GC_00002373	1
GC_00002374	1
GC_00002375	1
GC_00002376	1
GC_00002377	1
GC_00002378	1
GC_00002379	1
GC_00002380	1
GC_00002381	1
GC_00002382	1
GC_00002383	1
GC_00002384	1
GC_00002385	1
GC_00002386	1
GC_00002387	1
GC_00002388	1
GC_00002389	1
GC_00002390	1
GC_00002391	1
GC_00002392	1
GC_00002393	1
GC_00002394	1
GC_00002395	1
GC_00002396	1
GC_00002397	1
GC_00002398	1
GC_00002399	1
GC_00002400	1
GC_00002401	1
GC_00002402	1
GC_00002403	1
GC_00002404	1
GC_00002405	1
GC_00002406	1
GC_00002407	1
GC_00002408	1
GC_00002409	1
GC_00002410	1
GC_00002411	1
GC_00002412	1
GC_00002413	1
GC_00002414	1
GC_00002415	1
GC_00002416	1
GC_00002417	1
GC_00002418	1
GC_00002419	1
GC_00002420	1
GC_00002421	1
GC_00002422	1
GC_00002423	1
GC_00002424	1
GC_00002425	1
GC_00002426	1
GC_00002427	1
GC_00002428	1
GC_00002429	1
GC_00002430	1
GC_00002431	1
GC_00002432	1
GC_00002433	1
GC_00002434	1
GC_00002435	1
GC_00002436	1
GC_00002437	1
GC_00002438	1
GC_00002439	1
GC_00002440	1
GC_00002441	1
GC_00002442	1
GC_00002443	1
GC_00002444	1
GC_00002445	1
GC_00002446	1
GC_00002447	1
GC_00002448	1
GC_00002449	1
GC_00002450	1
GC_00002451	1
GC_00002452	1
GC_00002453	1
GC_00002454	1
GC_00002455	1
GC_00002456	1
GC_00002457	1
GC_00002458	1
GC_00002459	1
GC_00002460	1
GC_00002461	1
GC_00002462	1
GC_00002463	1
GC_00002464	1
GC_00002465	1
GC_00002466	1
GC_00002467	1
GC_00002468	1
GC_00002469	1
GC_00002470	1
GC_00002471	1
GC_00002472	1
GC_00002473	1
GC_00002474	1
GC_00002475	1
GC_00002476	1
GC_00002477	1
GC_00002478	1
GC_00002479	1
GC_00002480	1
GC_00002481	1
GC_00002482	1
GC_00002483	1
GC_00002484	1
GC_00002485	1
GC_00002486	1
GC_00002487	1
GC_00002488	1
GC_00002489	1
GC_00002490	1
GC_00002491	1
GC_00002492	1
GC_00002493	1
GC_00002494	1
GC_00002495	1
GC_00002496	1
GC_00002497	1
GC_00002498	1
GC_00002499	1
GC_00002500	1
GC_00002501	1
GC_00002502	1
GC_00002503	1
GC_00002504	1
GC_00002505	1
GC_00002506	1
GC_00002507	1
GC_00002508	1
GC_00002509	1
GC_00002510	1
GC_00002511	1
GC_00002512	1
GC_00002513	1
GC_00002514	1
GC_00002515	1
GC_00002516	1
GC_00002517	1
GC_00002518	0
GC_00002519	1
GC_00002520	1
GC_00002521	1
GC_00002522	1
GC_00002523	1
GC_00002524	1
GC_00002525	1
GC_00002526	1
GC_00002527	1
GC_00002528	1
GC_00002529	1
GC_00002530	0
GC_00002531	1
GC_00002532	1
GC_00002533	1
GC_00002534	1
GC_00002535	1
GC_00002536	1
GC_00002537	1
GC_00002538	1
GC_00002539	1
GC_00002540	1
GC_00002541	1
GC_00002542	1
GC_00002543	1
GC_00002544	1
GC_00002545	1
GC_00002546	1
GC_00002547	1
GC_00002548	1
GC_00002549	1
GC_00002550	1
GC_00002551	1
GC_00002552	1
GC_00002553	1
GC_00002554	1
GC_00002555	1
GC_00002556	1
GC_00002557	1
GC_00002558	1
GC_00002559	1
GC_00002560	1
GC_00002561	1
GC_00002562	1
GC_00002563	1
GC_00002564	1
GC_00002565	1
GC_00002566	1
GC_00002567	1
GC_00002568	1
GC_00002569	1
GC_00002570	1
GC_00002571	1
GC_00002572	1
GC_00002573	1
GC_00002574	1
GC_00002575	1
GC_00002576	1
GC_00002577	1
GC_00002578	1
GC_00002579	1
GC_00002580	1
GC_00002581	1
GC_00002582	1
GC_00002583	1
GC_00002584	1
GC_00002585	1
GC_00002586	1
GC_00002587	1
GC_00002588	1
GC_00002589	1
GC_00002590	1
GC_00002591	1
GC_00002592	1
GC_00002593	1
GC_00002594	1
GC_00002595	1
GC_00002596	1
GC_00002597	1
GC_00002598	1
GC_00002599	1
GC_00002600	1
GC_00002601	1
GC_00002602	1
GC_00002603	1
GC_00002604	1
GC_00002605	1
GC_00002606	1
GC_00002607	1
GC_00002608	1
GC_00002609	1
GC_00002610	1
GC_00002611	1
GC_00002612	1
GC_00002613	1
GC_00002614	1
GC_00002615	1
GC_00002616	1
GC_00002617	1
GC_00002618	1
GC_00002619	1
GC_00002620	1
GC_00002621	1
GC_00002622	1
GC_00002623	1
GC_00002624	1
GC_00002625	1
GC_00002626	1
GC_00002627	1
GC_00002628	1
GC_00002629	1
GC_00002630	1
GC_00002631	1
GC_00002632	1
GC_00002633	1
GC_00002634	1
GC_00002635	1
GC_00002636	1
GC_00002637	1
GC_00002638	1
GC_00002639	1
GC_00002640	1
GC_00002641	1
GC_00002642	0
GC_00002643	1
GC_00002644	1
GC_00002645	1
GC_00002646	1
GC_00002647	1
GC_00002648	1
GC_00002649	1
GC_00002650	1
GC_00002651	1
GC_00002652	1
GC_00002653	1
GC_00002654	1
GC_00002655	1
GC_00002656	1
GC_00002657	1
GC_00002658	1
GC_00002659	1
GC_00002660	1
GC_00002661	1
GC_00002662	1
GC_00002663	1
GC_00002664	1
GC_00002665	1
GC_00002666	1
GC_00002667	1
GC_00002668	1
GC_00002669	1
GC_00002670	1
GC_00002671	1
GC_00002672	1
GC_00002673	1
GC_00002674	1
GC_00002675	1
GC_00002676	1
GC_00002677	1
GC_00002678	1
GC_00002679	1
GC_00002680	1
GC_00002681	1
GC_00002682	1
GC_00002683	1
GC_00002684	1
GC_00002685	1
GC_00002686	1
GC_00002687	1
GC_00002688	1
GC_00002689	1
GC_00002690	1
GC_00002691	1
GC_00002692	1
GC_00002693	1
GC_00002694	1
GC_00002695	1
GC_00002696	1
GC_00002697	1
GC_00002698	1
GC_00002699	1
GC_00002700	1
GC_00002701	1
GC_00002702	1
GC_00002703	1
GC_00002704	1
GC_00002705	1
GC_00002706	1
GC_00002707	1
GC_00002708	1
GC_00002709	1
GC_00002710	1
GC_00002711	1
GC_00002712	1
GC_00002713	1
GC_00002714	1
GC_00002715	1
GC_00002716	1
GC_00002717	1
GC_00002718	1
GC_00002719	1
GC_00002720	1
GC_00002721	1
GC_00002722	1
GC_00002723	1
GC_00002724	1
GC_00002725	1
GC_00002726	1
GC_00002727	1
GC_00002728	1
GC_00002729	1
GC_00002730	1
GC_00002731	1
GC_00002732	1
GC_00002733	1
GC_00002734	1
GC_00002735	1
GC_00002736	1
GC_00002737	1
GC_00002738	1
GC_00002739	1
GC_00002740	1
GC_00002741	1
GC_00002742	1
GC_00002743	1
GC_00002744	1
GC_00002745	1
GC_00002746	1
GC_00002747	1
GC_00002748	1
GC_00002749	1
GC_00002750	1
GC_00002751	1
GC_00002752	1
GC_00002753	1
GC_00002754	1
GC_00002755	1
GC_00002756	1
GC_00002757	1
GC_00002758	1
GC_00002759	1
GC_00002760	1
GC_00002761	1
GC_00002762	1
GC_00002763	1
GC_00002764	1
GC_00002765	1
GC_00002766	1
GC_00002767	1
GC_00002768	1
GC_00002769	1
GC_00002770	1
GC_00002771	1
GC_00002772	1
GC_00002773	1
GC_00002774	1
GC_00002775	1
GC_00002776	1
GC_00002777	1
GC_00002778	1
GC_00002779	1
GC_00002780	1
GC_00002781	1
GC_00002782	1
GC_00002783	1
GC_00002784	1
GC_00002785	1
GC_00002786	1
GC_00002787	1
GC_00002788	1
GC_00002789	1
GC_00002790	1
GC_00002791	1
GC_00002792	1
GC_00002793	1
GC_00002794	1
GC_00002795	1
GC_00002796	1
GC_00002797	1
GC_00002798	1
GC_00002799	1
GC_00002800	1
GC_00002801	1
GC_00002802	1
GC_00002803	1
GC_00002804	1
GC_00002805	1
GC_00002806	1
GC_00002807	1
GC_00002808	1
GC_00002809	1
GC_00002810	1
GC_00002811	1
GC_00002812	1
GC_00002813	1
GC_00002814	1
GC_00002815	1
GC_00002816	1
GC_00002817	1
GC_00002818	1
GC_00002819	1
GC_00002820	1
GC_00002821	1
GC_00002822	1
GC_00002823	1
GC_00002824	1
GC_00002825	1
GC_00002826	1
GC_00002827	1
GC_00002828	1
GC_00002829	1
GC_00002830	1
GC_00002831	1
GC_00002832	1
GC_00002833	1
GC_00002834	1
GC_00002835	1
GC_00002836	1
GC_00002837	1
GC_00002838	1
GC_00002839	1
GC_00002840	1
GC_00002841	1
GC_00002842	1
GC_00002843	1
GC_00002844	1
GC_00002845	1
GC_00002846	1
GC_00002847	1
GC_00002848	1
GC_00002849	1
GC_00002850	1
GC_00002851	1
GC_00002852	1
GC_00002853	1
GC_00002854	1
GC_00002855	1
GC_00002856	1
GC_00002857	1
GC_00002858	1
GC_00002859	1
GC_00002860	1
GC_00002861	1
GC_00002862	1
GC_00002863	1
GC_00002864	1
GC_00002865	1
GC_00002866	1
GC_00002867	1
GC_00002868	1
GC_00002869	1
GC_00002870	1
GC_00002871	1
GC_00002872	1
GC_00002873	1
GC_00002874	1
GC_00002875	1
GC_00002876	1
GC_00002877	1
GC_00002878	1
GC_00002879	1
GC_00002880	1
GC_00002881	1
GC_00002882	1
GC_00002883	1
GC_00002884	1
GC_00002885	1
GC_00002886	1
GC_00002887	1
GC_00002888	1
GC_00002889	1
GC_00002890	1
GC_00002891	1
GC_00002892	1
GC_00002893	1
GC_00002894	1
GC_00002895	1
GC_00002896	1
GC_00002897	1
GC_00002898	1
GC_00002899	1
GC_00002900	1
GC_00002901	1
GC_00002902	1
GC_00002903	1
GC_00002904	1
GC_00002905	1
GC_00002906	1
GC_00002907	1
GC_00002908	1
GC_00002909	1
GC_00002910	1
GC_00002911	1
GC_00002912	1
GC_00002913	1
GC_00002914	1
GC_00002915	1
GC_00002916	1
GC_00002917	1
GC_00002918	1
GC_00002919	1
GC_00002920	1
GC_00002921	1
GC_00002922	1
GC_00002923	1
GC_00002924	0
GC_00002925	1
GC_00002926	1
GC_00002927	1
GC_00002928	1
GC_00002929	1
GC_00002930	1
GC_00002931	1
GC_00002932	1
GC_00002933	1
GC_00002934	1
GC_00002935	1
GC_00002936	1
GC_00002937	1
GC_00002938	1
GC_00002939	0
GC_00002940	1
GC_00002941	1
GC_00002942	1
GC_00002943	1
GC_00002944	1
GC_00002945	1
GC_00002946	1
GC_00002947	1
GC_00002948	1
GC_00002949	1
GC_00002950	1
GC_00002951	1
GC_00002952	1
GC_00002953	1
GC_00002954	1
GC_00002955	1
GC_00002956	1
GC_00002957	1
GC_00002958	1
GC_00002959	1
GC_00002960	1
GC_00002961	1
GC_00002962	1
GC_00002963	1
GC_00002964	1
GC_00002965	1
GC_00002966	1
GC_00002967	1
GC_00002968	0
GC_00002969	1
GC_00002970	1
GC_00002971	1
GC_00002972	1
GC_00002973	1
GC_00002974	1
GC_00002975	1
GC_00002976	1
GC_00002977	1
GC_00002978	1
GC_00002979	1
GC_00002980	1
GC_00002981	1
GC_00002982	1
GC_00002983	1
GC_00002984	1
GC_00002985	1
GC_00002986	1
GC_00002987	1
GC_00002988	1
GC_00002989	1
GC_00002990	1
GC_00002991	1
GC_00002992	1
GC_00002993	1
GC_00002994	1
GC_00002995	1
GC_00002996	1
GC_00002997	1
GC_00002998	1
GC_00002999	1
GC_00003000	1
GC_00003001	1
GC_00003002	1
GC_00003003	1
GC_00003004	1
GC_00003005	1
GC_00003006	1
GC_00003007	1
GC_00003008	1
GC_00003009	1
GC_00003010	1
GC_00003011	1
GC_00003012	1
GC_00003013	1
GC_00003014	1
GC_00003015	1
GC_00003016	1
GC_00003017	1
GC_00003018	1
GC_00003019	1
GC_00003020	1
GC_00003021	1
GC_00003022	1
GC_00003023	1
GC_00003024	1
GC_00003025	1
GC_00003026	1
GC_00003027	1
GC_00003028	1
GC_00003029	1
GC_00003030	1
GC_00003031	1
GC_00003032	1
GC_00003033	1
GC_00003034	1
GC_00003035	1
GC_00003036	1
GC_00003037	0
GC_00003038	1
GC_00003039	1
GC_00003040	1
GC_00003041	1
GC_00003042	1
GC_00003043	1
GC_00003044	1
GC_00003045	1
GC_00003046	1
GC_00003047	1
GC_00003048	1
GC_00003049	1
GC_00003050	1
GC_00003051	1
GC_00003052	1
GC_00003053	1
GC_00003054	1
GC_00003055	1
GC_00003056	1
GC_00003057	1
GC_00003058	1
GC_00003059	1
GC_00003060	1
GC_00003061	1
GC_00003062	1
GC_00003063	1
GC_00003064	1
GC_00003065	1
GC_00003066	1
GC_00003067	1
GC_00003068	1
GC_00003069	1
GC_00003070	1
GC_00003071	1
GC_00003072	1
GC_00003073	1
GC_00003074	1
GC_00003075	1
GC_00003076	1
GC_00003077	1
GC_00003078	1
GC_00003079	1
GC_00003080	1
GC_00003081	1
GC_00003082	1
GC_00003083	1
GC_00003084	1
GC_00003085	1
GC_00003086	1
GC_00003087	1
GC_00003088	1
GC_00003089	1
GC_00003090	1
GC_00003091	1
GC_00003092	1
GC_00003093	1
GC_00003094	1
GC_00003095	0
GC_00003096	1
GC_00003097	1
GC_00003098	1
GC_00003099	1
GC_00003100	1
GC_00003101	1
GC_00003102	1
GC_00003103	1
GC_00003104	1
GC_00003105	1
GC_00003106	1
GC_00003107	1
GC_00003108	1
