"module","module_name.x","KMM289_pathwise_module_completeness","KMM358_pathwise_module_completeness","KMM366_pathwise_module_completeness","KMM289_stepwise_module_completeness","KMM358_stepwise_module_completeness","KMM366_stepwise_module_completeness","has_na_pathwise","pathwise_difference","same_pathwise","module_name.y","module_class","module_category","module_subcategory"
"M00377","Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)",0.476190476190476,0.476190476190476,0.476190476190476,0.428571428571429,0.428571428571429,0.428571428571429,FALSE,0,TRUE,"Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)","Pathway modules","Energy metabolism","Carbon fixation"
"M00377","Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)",0.476190476190476,0.476190476190476,0.476190476190476,0.428571428571429,0.428571428571429,0.428571428571429,FALSE,0,TRUE,"Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)","Pathway modules","Energy metabolism","Carbon fixation"
"M00377","Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)",0.476190476190476,0.476190476190476,0.476190476190476,0.428571428571429,0.428571428571429,0.428571428571429,FALSE,0,TRUE,"Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)","Pathway modules","Energy metabolism","Carbon fixation"
"M00579","Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",1,1,1,1,1,1,FALSE,0,TRUE,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","Pathway modules","Energy metabolism","Carbon fixation"
"M00579","Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",1,1,1,1,1,1,FALSE,0,TRUE,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","Pathway modules","Energy metabolism","Carbon fixation"
"M00579","Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",1,1,1,1,1,1,FALSE,0,TRUE,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","Pathway modules","Energy metabolism","Carbon fixation"
"M00620","Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,FALSE,0,TRUE,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate","Pathway modules","Energy metabolism","Carbon fixation"
"M00620","Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,FALSE,0,TRUE,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate","Pathway modules","Energy metabolism","Carbon fixation"
"M00620","Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,FALSE,0,TRUE,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate","Pathway modules","Energy metabolism","Carbon fixation"
"M00357","Methanogenesis, acetate => methane",0.2,0.2,0.2,0.2,0.2,0.2,FALSE,0,TRUE,"Methanogenesis, acetate => methane","Pathway modules","Energy metabolism","Methane metabolism"
"M00357","Methanogenesis, acetate => methane",0.2,0.2,0.2,0.2,0.2,0.2,FALSE,0,TRUE,"Methanogenesis, acetate => methane","Pathway modules","Energy metabolism","Methane metabolism"
"M00357","Methanogenesis, acetate => methane",0.2,0.2,0.2,0.2,0.2,0.2,FALSE,0,TRUE,"Methanogenesis, acetate => methane","Pathway modules","Energy metabolism","Methane metabolism"
"M00346","Formaldehyde assimilation, serine pathway",0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,FALSE,0,TRUE,"Formaldehyde assimilation, serine pathway","Pathway modules","Energy metabolism","Methane metabolism"
"M00346","Formaldehyde assimilation, serine pathway",0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,FALSE,0,TRUE,"Formaldehyde assimilation, serine pathway","Pathway modules","Energy metabolism","Methane metabolism"
"M00346","Formaldehyde assimilation, serine pathway",0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,FALSE,0,TRUE,"Formaldehyde assimilation, serine pathway","Pathway modules","Energy metabolism","Methane metabolism"
"M00344","Formaldehyde assimilation, xylulose monophosphate pathway",0.5,0.5,0.5,0.5,0.5,0.5,FALSE,0,TRUE,"Formaldehyde assimilation, xylulose monophosphate pathway","Pathway modules","Energy metabolism","Methane metabolism"
"M00344","Formaldehyde assimilation, xylulose monophosphate pathway",0.5,0.5,0.5,0.5,0.5,0.5,FALSE,0,TRUE,"Formaldehyde assimilation, xylulose monophosphate pathway","Pathway modules","Energy metabolism","Methane metabolism"
"M00344","Formaldehyde assimilation, xylulose monophosphate pathway",0.5,0.5,0.5,0.5,0.5,0.5,FALSE,0,TRUE,"Formaldehyde assimilation, xylulose monophosphate pathway","Pathway modules","Energy metabolism","Methane metabolism"
"M00529","Denitrification, nitrate => nitrogen",0.25,0.25,0.25,0.25,0.25,0.25,FALSE,0,TRUE,"Denitrification, nitrate => nitrogen","Pathway modules","Energy metabolism","Nitrogen metabolism"
"M00529","Denitrification, nitrate => nitrogen",0.25,0.25,0.25,0.25,0.25,0.25,FALSE,0,TRUE,"Denitrification, nitrate => nitrogen","Pathway modules","Energy metabolism","Nitrogen metabolism"
"M00529","Denitrification, nitrate => nitrogen",0.25,0.25,0.25,0.25,0.25,0.25,FALSE,0,TRUE,"Denitrification, nitrate => nitrogen","Pathway modules","Energy metabolism","Nitrogen metabolism"
"M00176","Assimilatory sulfate reduction, sulfate => H2S",1,1,1,1,1,1,FALSE,0,TRUE,"Assimilatory sulfate reduction, sulfate => H2S","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00176","Assimilatory sulfate reduction, sulfate => H2S",1,1,1,1,1,1,FALSE,0,TRUE,"Assimilatory sulfate reduction, sulfate => H2S","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00176","Assimilatory sulfate reduction, sulfate => H2S",1,1,1,1,1,1,FALSE,0,TRUE,"Assimilatory sulfate reduction, sulfate => H2S","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00986","Sulfur reduction, sulfur => sulfide",1,1,1,1,1,1,FALSE,0,TRUE,"Sulfur reduction, sulfur => sulfide","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00986","Sulfur reduction, sulfur => sulfide",1,1,1,1,1,1,FALSE,0,TRUE,"Sulfur reduction, sulfur => sulfide","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00986","Sulfur reduction, sulfur => sulfide",1,1,1,1,1,1,FALSE,0,TRUE,"Sulfur reduction, sulfur => sulfide","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00985","Sulfide oxidation, sulfide => sulfur",0.5,0.5,0.5,0,0,0,FALSE,0,TRUE,"Sulfide oxidation, sulfide => sulfur","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00985","Sulfide oxidation, sulfide => sulfur",0.5,0.5,0.5,0,0,0,FALSE,0,TRUE,"Sulfide oxidation, sulfide => sulfur","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00985","Sulfide oxidation, sulfide => sulfur",0.5,0.5,0.5,0,0,0,FALSE,0,TRUE,"Sulfide oxidation, sulfide => sulfur","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00990","Dimethylsulfoniopropionate (DMSP) degradation, demethylation pathway, DMSP => methanethiol",0.25,0.25,0.25,0.25,0.25,0.25,FALSE,0,TRUE,"Dimethylsulfoniopropionate (DMSP) degradation, demethylation pathway, DMSP => methanethiol","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00990","Dimethylsulfoniopropionate (DMSP) degradation, demethylation pathway, DMSP => methanethiol",0.25,0.25,0.25,0.25,0.25,0.25,FALSE,0,TRUE,"Dimethylsulfoniopropionate (DMSP) degradation, demethylation pathway, DMSP => methanethiol","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00990","Dimethylsulfoniopropionate (DMSP) degradation, demethylation pathway, DMSP => methanethiol",0.25,0.25,0.25,0.25,0.25,0.25,FALSE,0,TRUE,"Dimethylsulfoniopropionate (DMSP) degradation, demethylation pathway, DMSP => methanethiol","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00991","Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,FALSE,0,TRUE,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00991","Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,FALSE,0,TRUE,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00991","Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,FALSE,0,TRUE,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00992","Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA",0.2,0.2,0.2,0.2,0.2,0.2,FALSE,0,TRUE,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00992","Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA",0.2,0.2,0.2,0.2,0.2,0.2,FALSE,0,TRUE,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00992","Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA",0.2,0.2,0.2,0.2,0.2,0.2,FALSE,0,TRUE,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00993","Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA",0.5,0.5,0.5,0.5,0.5,0.5,FALSE,0,TRUE,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00993","Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA",0.5,0.5,0.5,0.5,0.5,0.5,FALSE,0,TRUE,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00993","Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA",0.5,0.5,0.5,0.5,0.5,0.5,FALSE,0,TRUE,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA","Pathway modules","Energy metabolism","Sulfur metabolism"
"M00144","NADH:quinone oxidoreductase, prokaryotes",1,1,1,1,1,1,FALSE,0,TRUE,"NADH:quinone oxidoreductase, prokaryotes","Pathway modules","Energy metabolism","ATP synthesis"
"M00144","NADH:quinone oxidoreductase, prokaryotes",1,1,1,1,1,1,FALSE,0,TRUE,"NADH:quinone oxidoreductase, prokaryotes","Pathway modules","Energy metabolism","ATP synthesis"
"M00144","NADH:quinone oxidoreductase, prokaryotes",1,1,1,1,1,1,FALSE,0,TRUE,"NADH:quinone oxidoreductase, prokaryotes","Pathway modules","Energy metabolism","ATP synthesis"
"M00149","Succinate dehydrogenase, prokaryotes",1,1,1,1,1,1,FALSE,0,TRUE,"Succinate dehydrogenase, prokaryotes","Pathway modules","Energy metabolism","ATP synthesis"
"M00149","Succinate dehydrogenase, prokaryotes",1,1,1,1,1,1,FALSE,0,TRUE,"Succinate dehydrogenase, prokaryotes","Pathway modules","Energy metabolism","ATP synthesis"
"M00149","Succinate dehydrogenase, prokaryotes",1,1,1,1,1,1,FALSE,0,TRUE,"Succinate dehydrogenase, prokaryotes","Pathway modules","Energy metabolism","ATP synthesis"
"M00150","Fumarate reductase, prokaryotes",1,1,1,1,1,1,FALSE,0,TRUE,"Fumarate reductase, prokaryotes","Pathway modules","Energy metabolism","ATP synthesis"
"M00150","Fumarate reductase, prokaryotes",1,1,1,1,1,1,FALSE,0,TRUE,"Fumarate reductase, prokaryotes","Pathway modules","Energy metabolism","ATP synthesis"
"M00150","Fumarate reductase, prokaryotes",1,1,1,1,1,1,FALSE,0,TRUE,"Fumarate reductase, prokaryotes","Pathway modules","Energy metabolism","ATP synthesis"
"M00151","Cytochrome bc1 complex respiratory unit",1,1,1,1,1,1,FALSE,0,TRUE,"Cytochrome bc1 complex respiratory unit","Pathway modules","Energy metabolism","ATP synthesis"
"M00151","Cytochrome bc1 complex respiratory unit",1,1,1,1,1,1,FALSE,0,TRUE,"Cytochrome bc1 complex respiratory unit","Pathway modules","Energy metabolism","ATP synthesis"
"M00151","Cytochrome bc1 complex respiratory unit",1,1,1,1,1,1,FALSE,0,TRUE,"Cytochrome bc1 complex respiratory unit","Pathway modules","Energy metabolism","ATP synthesis"
"M00152","Cytochrome bc1 complex",0.3,0.3,0.3,0,0,0,FALSE,0,TRUE,"Cytochrome bc1 complex","Pathway modules","Energy metabolism","ATP synthesis"
"M00152","Cytochrome bc1 complex",0.3,0.3,0.3,0,0,0,FALSE,0,TRUE,"Cytochrome bc1 complex","Pathway modules","Energy metabolism","ATP synthesis"
"M00152","Cytochrome bc1 complex",0.3,0.3,0.3,0,0,0,FALSE,0,TRUE,"Cytochrome bc1 complex","Pathway modules","Energy metabolism","ATP synthesis"
"M00153","Cytochrome bd ubiquinol oxidase",1,1,1,1,1,1,FALSE,0,TRUE,"Cytochrome bd ubiquinol oxidase","Pathway modules","Energy metabolism","ATP synthesis"
"M00153","Cytochrome bd ubiquinol oxidase",1,1,1,1,1,1,FALSE,0,TRUE,"Cytochrome bd ubiquinol oxidase","Pathway modules","Energy metabolism","ATP synthesis"
"M00153","Cytochrome bd ubiquinol oxidase",1,1,1,1,1,1,FALSE,0,TRUE,"Cytochrome bd ubiquinol oxidase","Pathway modules","Energy metabolism","ATP synthesis"
"M00156","Cytochrome c oxidase, cbb3-type",1,1,1,1,1,1,FALSE,0,TRUE,"Cytochrome c oxidase, cbb3-type","Pathway modules","Energy metabolism","ATP synthesis"
"M00156","Cytochrome c oxidase, cbb3-type",1,1,1,1,1,1,FALSE,0,TRUE,"Cytochrome c oxidase, cbb3-type","Pathway modules","Energy metabolism","ATP synthesis"
"M00156","Cytochrome c oxidase, cbb3-type",1,1,1,1,1,1,FALSE,0,TRUE,"Cytochrome c oxidase, cbb3-type","Pathway modules","Energy metabolism","ATP synthesis"
"M00157","F-type ATPase, prokaryotes and chloroplasts",1,1,1,1,1,1,FALSE,0,TRUE,"F-type ATPase, prokaryotes and chloroplasts","Pathway modules","Energy metabolism","ATP synthesis"
"M00157","F-type ATPase, prokaryotes and chloroplasts",1,1,1,1,1,1,FALSE,0,TRUE,"F-type ATPase, prokaryotes and chloroplasts","Pathway modules","Energy metabolism","ATP synthesis"
"M00157","F-type ATPase, prokaryotes and chloroplasts",1,1,1,1,1,1,FALSE,0,TRUE,"F-type ATPase, prokaryotes and chloroplasts","Pathway modules","Energy metabolism","ATP synthesis"
"M00082","Fatty acid biosynthesis, initiation",1,1,1,1,1,1,FALSE,0,TRUE,"Fatty acid biosynthesis, initiation","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00082","Fatty acid biosynthesis, initiation",1,1,1,1,1,1,FALSE,0,TRUE,"Fatty acid biosynthesis, initiation","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00082","Fatty acid biosynthesis, initiation",1,1,1,1,1,1,FALSE,0,TRUE,"Fatty acid biosynthesis, initiation","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00083","Fatty acid biosynthesis, elongation",1,1,1,1,1,1,FALSE,0,TRUE,"Fatty acid biosynthesis, elongation","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00083","Fatty acid biosynthesis, elongation",1,1,1,1,1,1,FALSE,0,TRUE,"Fatty acid biosynthesis, elongation","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00083","Fatty acid biosynthesis, elongation",1,1,1,1,1,1,FALSE,0,TRUE,"Fatty acid biosynthesis, elongation","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00873","Fatty acid biosynthesis in mitochondria, animals",0.25,0.25,0.25,0.166666666666667,0.166666666666667,0.166666666666667,FALSE,0,TRUE,"Fatty acid biosynthesis in mitochondria, animals","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00873","Fatty acid biosynthesis in mitochondria, animals",0.25,0.25,0.25,0.166666666666667,0.166666666666667,0.166666666666667,FALSE,0,TRUE,"Fatty acid biosynthesis in mitochondria, animals","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00873","Fatty acid biosynthesis in mitochondria, animals",0.25,0.25,0.25,0.166666666666667,0.166666666666667,0.166666666666667,FALSE,0,TRUE,"Fatty acid biosynthesis in mitochondria, animals","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00874","Fatty acid biosynthesis in mitochondria, fungi",0.416666666666667,0.416666666666667,0.416666666666667,0.333333333333333,0.333333333333333,0.333333333333333,FALSE,0,TRUE,"Fatty acid biosynthesis in mitochondria, fungi","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00874","Fatty acid biosynthesis in mitochondria, fungi",0.416666666666667,0.416666666666667,0.416666666666667,0.333333333333333,0.333333333333333,0.333333333333333,FALSE,0,TRUE,"Fatty acid biosynthesis in mitochondria, fungi","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00874","Fatty acid biosynthesis in mitochondria, fungi",0.416666666666667,0.416666666666667,0.416666666666667,0.333333333333333,0.333333333333333,0.333333333333333,FALSE,0,TRUE,"Fatty acid biosynthesis in mitochondria, fungi","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00086","beta-Oxidation, acyl-CoA synthesis",1,1,1,1,1,1,FALSE,0,TRUE,"beta-Oxidation, acyl-CoA synthesis","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00086","beta-Oxidation, acyl-CoA synthesis",1,1,1,1,1,1,FALSE,0,TRUE,"beta-Oxidation, acyl-CoA synthesis","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00086","beta-Oxidation, acyl-CoA synthesis",1,1,1,1,1,1,FALSE,0,TRUE,"beta-Oxidation, acyl-CoA synthesis","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00087","beta-Oxidation",1,1,1,1,1,1,FALSE,0,TRUE,"beta-Oxidation","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00087","beta-Oxidation",1,1,1,1,1,1,FALSE,0,TRUE,"beta-Oxidation","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00087","beta-Oxidation",1,1,1,1,1,1,FALSE,0,TRUE,"beta-Oxidation","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00885","Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)",0.4,0.4,0.4,0.4,0.4,0.4,FALSE,0,TRUE,"Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00885","Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)",0.4,0.4,0.4,0.4,0.4,0.4,FALSE,0,TRUE,"Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00885","Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)",0.4,0.4,0.4,0.4,0.4,0.4,FALSE,0,TRUE,"Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00886","Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,FALSE,0,TRUE,"Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00886","Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,FALSE,0,TRUE,"Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00886","Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,FALSE,0,TRUE,"Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)","Pathway modules","Lipid metabolism","Fatty acid metabolism"
"M00088","Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone",0.4,0.4,0.4,0.4,0.4,0.4,FALSE,0,TRUE,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone","Pathway modules","Lipid metabolism","Lipid metabolism"
"M00088","Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone",0.4,0.4,0.4,0.4,0.4,0.4,FALSE,0,TRUE,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone","Pathway modules","Lipid metabolism","Lipid metabolism"
"M00088","Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone",0.4,0.4,0.4,0.4,0.4,0.4,FALSE,0,TRUE,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone","Pathway modules","Lipid metabolism","Lipid metabolism"
"M00089","Triacylglycerol biosynthesis",0.25,0.25,0.25,0.25,0.25,0.25,FALSE,0,TRUE,"Triacylglycerol biosynthesis","Pathway modules","Lipid metabolism","Lipid metabolism"
"M00089","Triacylglycerol biosynthesis",0.25,0.25,0.25,0.25,0.25,0.25,FALSE,0,TRUE,"Triacylglycerol biosynthesis","Pathway modules","Lipid metabolism","Lipid metabolism"
"M00089","Triacylglycerol biosynthesis",0.25,0.25,0.25,0.25,0.25,0.25,FALSE,0,TRUE,"Triacylglycerol biosynthesis","Pathway modules","Lipid metabolism","Lipid metabolism"
"M00098","Acylglycerol degradation",0.5,0.5,0.5,0.5,0.5,0.5,FALSE,0,TRUE,"Acylglycerol degradation","Pathway modules","Lipid metabolism","Lipid metabolism"
"M00098","Acylglycerol degradation",0.5,0.5,0.5,0.5,0.5,0.5,FALSE,0,TRUE,"Acylglycerol degradation","Pathway modules","Lipid metabolism","Lipid metabolism"
"M00098","Acylglycerol degradation",0.5,0.5,0.5,0.5,0.5,0.5,FALSE,0,TRUE,"Acylglycerol degradation","Pathway modules","Lipid metabolism","Lipid metabolism"
"M00093","Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",1,1,1,1,1,1,FALSE,0,TRUE,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE","Pathway modules","Lipid metabolism","Lipid metabolism"
"M00093","Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",1,1,1,1,1,1,FALSE,0,TRUE,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE","Pathway modules","Lipid metabolism","Lipid metabolism"
"M00093","Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",1,1,1,1,1,1,FALSE,0,TRUE,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE","Pathway modules","Lipid metabolism","Lipid metabolism"
"M00048","De novo purine biosynthesis, PRPP + glutamine => IMP",1,1,1,1,1,1,FALSE,0,TRUE,"De novo purine biosynthesis, PRPP + glutamine => IMP","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00048","De novo purine biosynthesis, PRPP + glutamine => IMP",1,1,1,1,1,1,FALSE,0,TRUE,"De novo purine biosynthesis, PRPP + glutamine => IMP","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00048","De novo purine biosynthesis, PRPP + glutamine => IMP",1,1,1,1,1,1,FALSE,0,TRUE,"De novo purine biosynthesis, PRPP + glutamine => IMP","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00049","Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",1,1,1,1,1,1,FALSE,0,TRUE,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00049","Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",1,1,1,1,1,1,FALSE,0,TRUE,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00049","Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",1,1,1,1,1,1,FALSE,0,TRUE,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00050","Guanine ribonucleotide biosynthesis, IMP => GDP,GTP",1,1,1,1,1,1,FALSE,0,TRUE,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00050","Guanine ribonucleotide biosynthesis, IMP => GDP,GTP",1,1,1,1,1,1,FALSE,0,TRUE,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00050","Guanine ribonucleotide biosynthesis, IMP => GDP,GTP",1,1,1,1,1,1,FALSE,0,TRUE,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00053","Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP",1,1,1,1,1,1,FALSE,0,TRUE,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00053","Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP",1,1,1,1,1,1,FALSE,0,TRUE,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00053","Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP",1,1,1,1,1,1,FALSE,0,TRUE,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00958","Adenine ribonucleotide degradation, AMP => Urate",1,1,1,1,1,1,FALSE,0,TRUE,"Adenine ribonucleotide degradation, AMP => Urate","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00958","Adenine ribonucleotide degradation, AMP => Urate",1,1,1,1,1,1,FALSE,0,TRUE,"Adenine ribonucleotide degradation, AMP => Urate","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00958","Adenine ribonucleotide degradation, AMP => Urate",1,1,1,1,1,1,FALSE,0,TRUE,"Adenine ribonucleotide degradation, AMP => Urate","Pathway modules","Nucleotide metabolism","Purine metabolism"
"M00959","Guanine ribonucleotide degradation, GMP => Urate",1,1,1,1,1,1,FALSE,0,TRUE,"Guanine ribonucleotide degradation, GMP => Urate","Pathway modules","Nucleotide metabolism","Purine metabolism"
