gene_callers_id	source	accession	function	e_value
608	KOfam	K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	6.8e-110
608	KEGG_Module	M00153	Cytochrome bd ubiquinol oxidase	0.0
608	KEGG_Class	M00153	Pathway modules; Energy metabolism; ATP synthesis	0.0
608	KEGG_BRITE	ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!Enzymes>>>7. Translocases>>>7.1  Catalysing the translocation of protons>>>7.1.1  Linked to oxidoreductase reactions>>>7.1.1.7  quinol oxidase (electrogenic, proton-motive force generating)	0.0
609	KOfam	K00424	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]	5e-16
609	KEGG_Module	M00153	Cytochrome bd ubiquinol oxidase	0.0
609	KEGG_Class	M00153	Pathway modules; Energy metabolism; ATP synthesis	0.0
609	KEGG_BRITE	ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!Enzymes>>>7. Translocases>>>7.1  Catalysing the translocation of protons>>>7.1.1  Linked to oxidoreductase reactions>>>7.1.1.7  quinol oxidase (electrogenic, proton-motive force generating)	0.0
611	KOfam	K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	5.2e-39
611	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers	0.0
612	KOfam	K03561	biopolymer transport protein ExbB	4.1e-48
612	KOfam	K03562	biopolymer transport protein TolQ	2.8e-97
612	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Pores ion channels [TC:1]	0.0
612	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Pores ion channels [TC:1]	0.0
613	KOfam	K03559	biopolymer transport protein ExbD	9.3e-31
613	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Pores ion channels [TC:1]	0.0
614	KOfam	K03646	colicin import membrane protein	8.1e-45
614	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
615	KOfam	K03641	TolB protein	3.9e-77
615	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
616	KOfam	K03640	peptidoglycan-associated lipoprotein	7.5e-57
616	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
618	KOfam	K03308	neurotransmitter:Na+ symporter, NSS family	5.3e-144
618	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99977 Transport	0.0
619	KOfam	K02030	polar amino acid transport system substrate-binding protein	7.7e-24
619	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>Phosphate and amino acid transporters>>>Putative polar amino acid transporter	0.0
620	KOfam	K03308	neurotransmitter:Na+ symporter, NSS family	4.8e-149
620	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99977 Transport	0.0
623	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	1.5e-54
623	KEGG_Module	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	0.0
623	KEGG_Class	M00125	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
623	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00740 Riboflavin metabolism [PATH:ko00740]!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.3  Phosphoric-monoester hydrolases>>>3.1.3.104  5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	0.0
625	KOfam	K09012	DeoR family transcriptional regulator, suf operon transcriptional repressor	1.8e-51
625	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>DeoR family	0.0
626	KOfam	K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	2e-67
626	KEGG_BRITE	ko03000!!!ko03036	Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>Lrp/AsnC family!!!Chromosome and associated proteins>>>Prokaryotic type>>>Nucleoid associated proteins>>>Other nucleoid associated proteins	0.0
629	KOfam	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	4.2e-27
629	KEGG_BRITE	ko01000!!!ko03400!!!ko03400	Enzymes>>>3. Hydrolases>>>3.6  Acting on acid anhydrides>>>3.6.1  In phosphorus-containing anhydrides>>>3.6.1.55  8-oxo-dGTP diphosphatase!!!DNA repair and recombination proteins>>>Eukaryotic type>>>Other factors with a suspected DNA repair function>>>Modulation of nucleotide pools!!!DNA repair and recombination proteins>>>Prokaryotic type>>>Other factors with a suspected DNA repair function>>>Modulation of nucleotide pools	0.0
630	KOfam	K07240	chromate transporter	2.6e-72
630	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
631	KOfam	K07305	peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]	9.4e-67
631	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.8  Acting on a sulfur group of donors>>>1.8.4  With a disulfide as acceptor>>>1.8.4.12  peptide-methionine (R)-S-oxide reductase	0.0
632	KOfam	K01214	isoamylase [EC:3.2.1.68]	8.2e-293
632	KEGG_Module	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose	0.0
632	KEGG_Class	M00565	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	0.0
632	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00500 Starch and sucrose metabolism [PATH:ko00500]!!!Enzymes>>>3. Hydrolases>>>3.2  Glycosylases>>>3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds>>>3.2.1.68  isoamylase	0.0
633	KOfam	K00700	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	3.1e-294
633	KEGG_Module	M00854!!!M00565	Glycogen biosynthesis, glucose-1P => glycogen/starch!!!Trehalose biosynthesis, D-glucose 1P => trehalose	0.0
633	KEGG_Class	M00854!!!M00565	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	0.0
633	KEGG_BRITE	ko00001!!!ko01000!!!ko04147	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00500 Starch and sucrose metabolism [PATH:ko00500]!!!Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.1  Hexosyltransferases>>>2.4.1.18  1,4-alpha-glucan branching enzyme!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of other body fluids (saliva and urine)	0.0
634	KOfam	K00705	4-alpha-glucanotransferase [EC:2.4.1.25]	4.6e-201
634	KEGG_Module	M00855	Glycogen degradation, glycogen => glucose-6P	0.0
634	KEGG_Class	M00855	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	0.0
634	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00500 Starch and sucrose metabolism [PATH:ko00500]!!!Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.1  Hexosyltransferases>>>2.4.1.25  4-alpha-glucanotransferase	0.0
635	KOfam	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]	5.1e-184
635	KEGG_Module	M00001!!!M00002!!!M00003!!!M00308!!!M00552!!!M00165!!!M00611!!!M00612	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate!!!Glycolysis, core module involving three-carbon compounds!!!Gluconeogenesis, oxaloacetate => fructose-6P!!!Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P!!!D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P!!!Reductive pentose phosphate cycle (Calvin cycle)!!!Oxygenic photosynthesis in plants and cyanobacteria!!!Anoxygenic photosynthesis in purple bacteria	0.0
635	KEGG_Class	M00001!!!M00002!!!M00003!!!M00308!!!M00552!!!M00165!!!M00611!!!M00612	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Energy metabolism; Carbon fixation!!!Signature modules; Module set; Metabolic capacity!!!Signature modules; Module set; Metabolic capacity	0.0
635	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko04131!!!ko04147	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00710 Carbon fixation by Calvin cycle [PATH:ko00710]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04066 HIF-1 signaling pathway [PATH:ko04066]!!!Enzymes>>>1. Oxidoreductases>>>1.2  Acting on the aldehyde or oxo group of donors>>>1.2.1  With NAD+ or NADP+ as acceptor>>>1.2.1.12  glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)!!!Membrane trafficking>>>Autophagy>>>Chaperone mediated autophagy (CMA)>>>Selective cargos!!!Exosome>>>Exosomal proteins>>>Proteins found in most exosomes	0.0
636	KOfam	K01792	glucose-6-phosphate 1-epimerase [EC:5.1.3.15]	1.6e-89
636	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]!!!Enzymes>>>5. Isomerases>>>5.1  Racemases and epimerases>>>5.1.3  Acting on carbohydrates and derivatives>>>5.1.3.15  glucose-6-phosphate 1-epimerase	0.0
637	KOfam	K03517	quinolinate synthase [EC:2.5.1.72]	1.3e-138
637	KEGG_Module	M00115	NAD biosynthesis, aspartate => quinolinate => NAD	0.0
637	KEGG_Class	M00115	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
637	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]!!!Enzymes>>>2. Transferases>>>2.5  Transferring alkyl or aryl groups, other than methyl groups>>>2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)>>>2.5.1.72  quinolinate synthase	0.0
638	KOfam	K03406	methyl-accepting chemotaxis protein	1.8e-76
638	KEGG_BRITE	ko00001!!!ko00001!!!ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>MCPs	0.0
639	KOfam	K07340	inner membrane protein	8.2e-46
639	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99992 Structural proteins	0.0
641	KOfam	K24866	precorrin-2 dehydrogenase [EC:1.3.1.76]	1.5e-58
641	KOfam	K02302	uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	4.3e-179
641	KOfam	K02303	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	5.5e-128
641	KEGG_Module	M00846!!!M00924	Siroheme biosynthesis, glutamyl-tRNA => siroheme!!!Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	0.0
641	KEGG_Module	M00846!!!M00924	Siroheme biosynthesis, glutamyl-tRNA => siroheme!!!Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	0.0
641	KEGG_Module	M00846!!!M00924!!!M00925	Siroheme biosynthesis, glutamyl-tRNA => siroheme!!!Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide!!!Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	0.0
641	KEGG_Class	M00846!!!M00924	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
641	KEGG_Class	M00846!!!M00924	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
641	KEGG_Class	M00846!!!M00924!!!M00925	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
641	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00860 Porphyrin metabolism [PATH:ko00860]!!!Enzymes>>>1. Oxidoreductases>>>1.3  Acting on the CH-CH group of donors>>>1.3.1  With NAD+ or NADP+ as acceptor>>>1.3.1.76  precorrin-2 dehydrogenase	0.0
641	KEGG_BRITE	ko00001!!!ko01000!!!ko01000!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00860 Porphyrin metabolism [PATH:ko00860]!!!Enzymes>>>1. Oxidoreductases>>>1.3  Acting on the CH-CH group of donors>>>1.3.1  With NAD+ or NADP+ as acceptor>>>1.3.1.76  precorrin-2 dehydrogenase!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.107  uroporphyrinogen-III C-methyltransferase!!!Enzymes>>>4. Lyases>>>4.99  Other lyases>>>4.99.1  Sole sub-subclass for lyases that do not belong in the other subclasses>>>4.99.1.4  sirohydrochlorin ferrochelatase	0.0
641	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00860 Porphyrin metabolism [PATH:ko00860]!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.107  uroporphyrinogen-III C-methyltransferase	0.0
642	KOfam	K00957	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	2.8e-183
642	KEGG_Module	M00176!!!M00616	Assimilatory sulfate reduction, sulfate => H2S!!!Sulfate-sulfur assimilation	0.0
642	KEGG_Class	M00176!!!M00616	Pathway modules; Energy metabolism; Sulfur metabolism!!!Signature modules; Module set; Metabolic capacity	0.0
642	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00920 Sulfur metabolism [PATH:ko00920]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00450 Selenocompound metabolism [PATH:ko00450]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00261 Monobactam biosynthesis [PATH:ko00261]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.4  sulfate adenylyltransferase	0.0
643	KOfam	K00956	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	2.4e-216
643	KEGG_Module	M00176!!!M00616	Assimilatory sulfate reduction, sulfate => H2S!!!Sulfate-sulfur assimilation	0.0
643	KEGG_Class	M00176!!!M00616	Pathway modules; Energy metabolism; Sulfur metabolism!!!Signature modules; Module set; Metabolic capacity	0.0
643	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00920 Sulfur metabolism [PATH:ko00920]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00450 Selenocompound metabolism [PATH:ko00450]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00261 Monobactam biosynthesis [PATH:ko00261]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.4  sulfate adenylyltransferase	0.0
645	KOfam	K00860	adenylylsulfate kinase [EC:2.7.1.25]	7.3e-103
645	KEGG_Module	M00176!!!M00616	Assimilatory sulfate reduction, sulfate => H2S!!!Sulfate-sulfur assimilation	0.0
645	KEGG_Class	M00176!!!M00616	Pathway modules; Energy metabolism; Sulfur metabolism!!!Signature modules; Module set; Metabolic capacity	0.0
645	KEGG_BRITE	ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00920 Sulfur metabolism [PATH:ko00920]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.25  adenylyl-sulfate kinase	0.0
647	KOfam	K03776	aerotaxis receptor	1.7e-168
647	KOfam	K03406	methyl-accepting chemotaxis protein	6.7e-67
647	KEGG_BRITE	ko00001!!!ko00001!!!ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>MCPs	0.0
647	KEGG_BRITE	ko00001!!!ko00001!!!ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>MCPs	0.0
649	KOfam	K09950	uncharacterized protein	2.8e-58
649	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
650	KOfam	K02004	putative ABC transport system permease protein	3.1e-21
650	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>ABC-2 type and other transporters>>>Putative ABC transporter	0.0
651	KOfam	K02003	putative ABC transport system ATP-binding protein	2.2e-67
651	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>ABC-2 type and other transporters>>>Putative ABC transporter	0.0
654	KOfam	K07109	uncharacterized protein	7.3e-79
654	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
657	KOfam	K01507	inorganic pyrophosphatase [EC:3.6.1.1]	4.7e-42
657	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]!!!Enzymes>>>3. Hydrolases>>>3.6  Acting on acid anhydrides>>>3.6.1  In phosphorus-containing anhydrides>>>3.6.1.1  inorganic diphosphatase	0.0
658	KOfam	K07814	cyclic di-GMP phosphodiesterase [EC:3.1.4.-]	1.5e-99
658	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers	0.0
660	KOfam	K11743	spermidine export protein MdtJ	1.1e-49
660	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
661	KOfam	K11742	spermidine export protein MdtI	3.6e-37
661	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
662	KOfam	K08234	glyoxylase I family protein	2.9e-50
662	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99985 Amino acid metabolism	0.0
663	KOfam	K05365	penicillin-binding protein 1B [EC:2.4.99.28 3.4.16.4]	0
663	KEGG_BRITE	ko00001!!!ko01000!!!ko01000!!!ko01003!!!ko01011	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00550 Peptidoglycan biosynthesis [PATH:ko00550]!!!Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.99  Transferring other glycosyl groups>>>2.4.99.28  peptidoglycan glycosyltransferase!!!Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.16  Serine-type carboxypeptidases>>>3.4.16.4  serine-type D-Ala-D-Ala carboxypeptidase!!!Glycosyltransferases>>>Polysaccharide>>>Bacterial polysaccharide (excluding LPS)!!!Peptidoglycan biosynthesis and degradation proteins>>>Peptidoglycan biosynthesis and degradation>>>Glycosyltransferase/DD-Transpeptidase (Class A PBP)	0.0
664	KOfam	K03579	ATP-dependent RNA helicase HrpB [EC:5.6.2.6]	0
664	KEGG_BRITE	ko01000!!!ko03019	Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.6  RNA 3'-5' helicase!!!Messenger RNA biogenesis>>>Prokaryotic type>>>Bacterial mRNA degradation factors>>>Other RNA degradation factors>>>Others	0.0
665	KOfam	K01975	RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]	2.1e-41
665	KEGG_BRITE	ko01000!!!ko03016	Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.4  Phosphoric-diester hydrolases>>>3.1.4.58  RNA 2',3'-cyclic 3'-phosphodiesterase!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA spricing factors>>>Other tRNA splicing factors	0.0
666	KOfam	K06206	sugar fermentation stimulation protein A	9.5e-98
666	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99981 Carbohydrate metabolism	0.0
667	KOfam	K06204	RNA polymerase-binding transcription factor	4.8e-52
667	KEGG_BRITE	ko00001!!!ko03000!!!ko03021!!!ko03009	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02026 Biofilm formation - Escherichia coli [PATH:ko02026]!!!Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others!!!Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>Other transcription-related factors>>>Transcription elongation factors!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA transcription factors	0.0
668	KOfam	K01894	glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]	6.1e-114
668	KEGG_BRITE	ko01007!!!ko03016	Amino acid related enzymes>>>Aminoacyl-tRNA synthetase>>>Class I (A)!!!Transfer RNA biogenesis>>>Prokaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs	0.0
669	KOfam	K00970	poly(A) polymerase [EC:2.7.7.19]	8.2e-168
669	KEGG_BRITE	ko00001!!!ko01000!!!ko03019	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03018 RNA degradation [PATH:ko03018]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.19  polynucleotide adenylyltransferase!!!Messenger RNA biogenesis>>>Prokaryotic type>>>Bacterial mRNA degradation factors>>>Other RNA degradation factors>>>Others	0.0
670	KOfam	K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	2e-66
670	KEGG_Module	M00126	Tetrahydrofolate biosynthesis, GTP => THF	0.0
670	KEGG_Class	M00126	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
670	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00790 Folate biosynthesis [PATH:ko00790]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.6  Diphosphotransferases>>>2.7.6.3  2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	0.0
671	KOfam	K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	7e-120
671	KEGG_Module	M00119!!!M00913!!!M00914	Pantothenate biosynthesis, valine/L-aspartate => pantothenate!!!Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate!!!Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	0.0
671	KEGG_Class	M00119!!!M00913!!!M00914	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
671	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00770 Pantothenate and CoA biosynthesis [PATH:ko00770]!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.2  Hydroxymethyl-, formyl- and related transferases>>>2.1.2.11  3-methyl-2-oxobutanoate hydroxymethyltransferase	0.0
672	KOfam	K01918	pantoate--beta-alanine ligase [EC:6.3.2.1]	1.5e-127
672	KEGG_Module	M00119!!!M00913	Pantothenate biosynthesis, valine/L-aspartate => pantothenate!!!Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	0.0
672	KEGG_Class	M00119!!!M00913	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
