gene_callers_id	source	accession	function	e_value
1077	Prokka:Prodigal	budA	Alpha-acetolactate decarboxylase	0
1078	Prokka:Prodigal	budB	Acetolactate synthase, catabolic	0
1079	Prokka:Prodigal	mepA_1	Multidrug export protein MepA	0
1080	Prokka:Prodigal	pgrR_1	HTH-type transcriptional regulator PgrR	0
1081	Prokka:Prodigal	sdaC_2	Serine transporter	0
1082	Prokka:Prodigal			0
1083	Prokka:Prodigal	rbn_1	Ribonuclease BN	0
1084	Prokka:Prodigal	dmlR_3	HTH-type transcriptional regulator DmlR	0
1085	Prokka:Prodigal	yjeH	L-methionine/branched-chain amino acid exporter YjeH	0
1086	Prokka:Prodigal			0
1087	Prokka:Prodigal	cadB	putative cadaverine/lysine antiporter	0
1088	Prokka:Prodigal	cadA	Inducible lysine decarboxylase	0
1089	Prokka:Prodigal	pdxY_1	Pyridoxal kinase PdxY	0
1090	Prokka:Prodigal			0
1091	Prokka:Prodigal	pepO_1	Neutral endopeptidase	0
1092	Prokka:Prodigal	tilS	tRNA(Ile)-lysidine synthase	0
1093	Prokka:Prodigal			0
1094	Prokka:Prodigal	kefC_1	Glutathione-regulated potassium-efflux system protein KefC	0
1095	Prokka:Prodigal			0
1096	Prokka:Prodigal			0
1097	Prokka:Prodigal			0
1098	Prokka:Prodigal	degU	Transcriptional regulatory protein DegU	0
1099	Prokka:Prodigal			0
1100	Prokka:Prodigal	malS	Periplasmic alpha-amylase	0
1101	Prokka:Prodigal			0
1102	Prokka:Prodigal			0
1103	Prokka:Prodigal		putative glycosyltransferase	0
1104	Prokka:Prodigal			0
1105	Prokka:Prodigal			0
1106	Prokka:Prodigal	ycbB	putative L,D-transpeptidase YcbB	0
1107	Prokka:Prodigal			0
1108	Prokka:Prodigal			0
1109	Prokka:Prodigal			0
1110	Prokka:Prodigal	cysZ	Sulfate transporter CysZ	0
1111	Prokka:Prodigal	smc	Chromosome partition protein Smc	0
1112	Prokka:Prodigal	zipA	Cell division protein ZipA	0
1113	Prokka:Prodigal	ligA	DNA ligase	0
1114	Prokka:Prodigal			0
1115	Prokka:Prodigal	nrdD	Anaerobic ribonucleoside-triphosphate reductase	0
1116	Prokka:Prodigal	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	0
1117	Prokka:Prodigal			0
1118	Prokka:Prodigal			0
1119	Prokka:Prodigal			0
1120	Prokka:Prodigal			0
1121	Prokka:Prodigal			0
1122	Prokka:Prodigal	mdtN	Multidrug resistance protein MdtN	0
1123	Prokka:Prodigal	slyA	Transcriptional regulator SlyA	0
1124	Prokka:Prodigal	citS	Citrate-sodium symporter	0
1125	Prokka:Prodigal	maeA_1	NAD-dependent malic enzyme	0
1126	Prokka:Prodigal	dpiB	Sensor histidine kinase DpiB	0
1127	Prokka:Prodigal	citB	Transcriptional regulatory protein CitB	0
1128	Prokka:Prodigal			0
1129	Prokka:Prodigal	nimR_2	HTH-type transcriptional regulator NimR	0
1130	Prokka:Prodigal	ald1	Long-chain-aldehyde dehydrogenase	0
1131	Prokka:Prodigal	acoR	Acetoin catabolism regulatory protein	0
1132	Prokka:Prodigal			0
1133	Prokka:Prodigal	phoB	Phosphate regulon transcriptional regulatory protein PhoB	0
1134	Prokka:Prodigal	phoR	Phosphate regulon sensor protein PhoR	0
1135	Prokka:Prodigal	pstS	Phosphate-binding protein PstS	0
1136	Prokka:Prodigal	bepA_1	Beta-barrel assembly-enhancing protease	0
1137	Prokka:Prodigal			0
1138	Prokka:Prodigal	nagK	N-acetyl-D-glucosamine kinase	0
1139	Prokka:Prodigal	cutC	Copper homeostasis protein CutC	0
1140	Prokka:Prodigal	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	0
1141	Prokka:Prodigal			0
1142	Prokka:Prodigal			0
1143	Prokka:Prodigal	yfcD	putative Nudix hydrolase YfcD	0
1144	Prokka:Prodigal	paaK	Phenylacetate-coenzyme A ligase	0
1145	Prokka:Prodigal		Peroxiredoxin	0
1146	Prokka:Prodigal	yrbG	Inner membrane protein YrbG	0
1147	Prokka:Prodigal	ldc	Lysine/ornithine decarboxylase	0
1148	Prokka:Prodigal	alsT_2	Amino-acid carrier protein AlsT	0
1149	Prokka:Prodigal	lipL	Octanoyl-[GcvH]:protein N-octanoyltransferase	0
1150	Prokka:Prodigal	xanP	Xanthine permease XanP	0
1151	Prokka:Prodigal			0
1152	Prokka:Prodigal	yciN	Protein YciN	0
1153	Prokka:Prodigal	norM_1	Multidrug resistance protein NorM	0
1154	Prokka:Prodigal	rhaS_1	HTH-type transcriptional activator RhaS	0
1155	Prokka:Prodigal	maeA_2	NAD-dependent malic enzyme	0
1156	Prokka:Prodigal	ompA_3	Outer membrane protein A	0
1157	Prokka:Prodigal		IS4 family transposase ISAs30	0
1158	Prokka:Prodigal	ompA_4	Outer membrane protein A	0
1159	Prokka:Prodigal	ompA_5	Outer membrane protein A	0
1160	Prokka:Prodigal			0
1161	Prokka:Prodigal			0
1162	Prokka:Prodigal	steT	Serine/threonine exchanger SteT	0
1163	Prokka:Prodigal		putative NTE family protein	0
1164	Prokka:Prodigal			0
1165	Prokka:Prodigal	mdtA_3	Multidrug resistance protein MdtA	0
1166	Prokka:Prodigal	bepE_2	Efflux pump membrane transporter BepE	0
1167	Prokka:Prodigal			0
1168	Prokka:Prodigal			0
1169	Prokka:Prodigal			0
1170	Prokka:Prodigal			0
1171	Prokka:Prodigal			0
1172	Prokka:Prodigal			0
1173	Prokka:Prodigal	yhaI	Inner membrane protein YhaI	0
1174	Prokka:Prodigal			0
1175	Prokka:Prodigal			0
1176	Prokka:Prodigal			0
1177	Prokka:Prodigal		Bacterial leucyl aminopeptidase	0
1178	Prokka:Prodigal			0
1179	Prokka:Prodigal	ycdF	Glucose 1-dehydrogenase 2	0
1180	Prokka:Prodigal	yidZ_2	HTH-type transcriptional regulator YidZ	0
1181	Prokka:Prodigal	yceM	Putative oxidoreductase YceM	0
1182	Prokka:Prodigal	tusE	Sulfurtransferase TusE	0
1183	Prokka:Prodigal	yccS	Inner membrane protein YccS	0
1184	Prokka:Prodigal	yccA	Modulator of FtsH protease YccA	0
1185	Prokka:Prodigal	outN	Type II secretion system protein N	0
1186	Prokka:Prodigal	epsM	Type II secretion system protein M	0
1187	Prokka:Prodigal	epsL	Type II secretion system protein L	0
1188	Prokka:Prodigal			0
1189	Prokka:Prodigal			0
1190	Prokka:Prodigal			0
1191	Prokka:Prodigal	epsH	Type II secretion system protein H	0
1192	Prokka:Prodigal	epsG	Type II secretion system protein G	0
1193	Prokka:Prodigal	epsF_2	Type II secretion system protein F	0
1194	Prokka:Prodigal	epsE	Type II secretion system protein E	0
1195	Prokka:Prodigal	exeD	Secretin ExeD	0
1196	Prokka:Prodigal	epsC	Type II secretion system protein C	0
1197	Prokka:Prodigal			0
1198	Prokka:Prodigal			0
1199	Prokka:Prodigal		Cyclic di-GMP phosphodiesterase	0
1200	Prokka:Prodigal		Beta-ketodecanoyl-[acyl-carrier-protein] synthase	0
1201	Prokka:Prodigal			0
1202	Prokka:Prodigal			0
1203	Prokka:Prodigal	cysK	Cysteine synthase A	0
1204	Prokka:Prodigal	ptsH	Phosphocarrier protein HPr	0
1205	Prokka:Prodigal	ptsI	Phosphoenolpyruvate-protein phosphotransferase	0
1206	Prokka:Prodigal	crr	PTS system glucose-specific EIIA component	0
1207	Prokka:Prodigal			0
1208	Prokka:Prodigal	pepO_2	Neutral endopeptidase	0
1209	Prokka:Prodigal			0
1210	Prokka:Prodigal	mscK	Mechanosensitive channel MscK	0
1211	Prokka:Prodigal	pykF	Pyruvate kinase I	0
1212	Prokka:Prodigal			0
1213	Prokka:Prodigal	ygiD	4,5-DOPA dioxygenase extradiol	0
1214	Prokka:Prodigal			0
1215	Prokka:Prodigal	sbcD	Nuclease SbcCD subunit D	0
1216	Prokka:Prodigal	yiaC_1	Peptidyl-lysine N-acetyltransferase YiaC	0
1217	Prokka:Prodigal	rdgC	Recombination-associated protein RdgC	0
1218	Prokka:Prodigal	ggt	Glutathione hydrolase proenzyme	0
1219	Prokka:Prodigal	fkpA_2	putative FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	0
1220	Prokka:Prodigal			0
1221	Prokka:Prodigal			0
1222	Prokka:Prodigal	puuP_1	Putrescine importer PuuP	0
1223	Prokka:Prodigal			0
1224	Prokka:Prodigal	puuP_2	Putrescine importer PuuP	0
1225	Prokka:Prodigal			0
1226	Prokka:Prodigal	davT_1	5-aminovalerate aminotransferase DavT	0
1227	Prokka:Prodigal	gabD	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD	0
1228	Prokka:Prodigal	puuR_1	HTH-type transcriptional regulator PuuR	0
1229	Prokka:Prodigal	puuB_1	Gamma-glutamylputrescine oxidoreductase	0
1230	Prokka:Prodigal			0
1231	Prokka:Prodigal			0
1232	Prokka:Prodigal	yiaC_2	Peptidyl-lysine N-acetyltransferase YiaC	0
1233	Prokka:Prodigal			0
1234	Prokka:Prodigal			0
1235	Prokka:Prodigal	phoQ	Virulence sensor histidine kinase PhoQ	0
1236	Prokka:Prodigal	phoP	Transcriptional regulatory protein PhoP	0
1237	Prokka:Prodigal			0
1238	Prokka:Prodigal	yodB	Cytochrome b561 	0
1239	Prokka:Prodigal	trmO	tRNA (adenine(37)-N6)-methyltransferase	0
1240	Prokka:Prodigal			0
1241	Prokka:Prodigal			0
1242	Prokka:Prodigal	rcsF	Outer membrane lipoprotein RcsF	0
1243	Prokka:Prodigal	btuD_3	Vitamin B12 import ATP-binding protein BtuD	0
1244	Prokka:Prodigal	cydD	ATP-binding/permease protein CydD	0
1245	Prokka:Prodigal	arcA_1	Aerobic respiration control protein ArcA	0
1246	Prokka:Prodigal			0
1247	Prokka:Prodigal		Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase	0
1248	Prokka:Prodigal			0
1249	Prokka:Prodigal			0
1250	Prokka:Prodigal			0
1251	Prokka:Prodigal	arsD	Arsenical resistance operon trans-acting repressor ArsD	0
1252	Prokka:Prodigal	arsA	Arsenical pump-driving ATPase	0
1253	Prokka:Prodigal	acr3	Arsenical-resistance protein Acr3	0
1254	Prokka:Prodigal	arsC	Arsenate reductase	0
1255	Prokka:Prodigal			0
1256	Prokka:Prodigal	nupX_1	Putative nucleoside permease NupX	0
1257	Prokka:Prodigal			0
1258	Prokka:Prodigal			0
1259	Prokka:Prodigal			0
1260	Prokka:Prodigal	ybcI	Inner membrane protein YbcI	0
1261	Prokka:Prodigal			0
1262	Prokka:Prodigal			0
1263	Prokka:Prodigal	trpA	Tryptophan synthase alpha chain	0
1264	Prokka:Prodigal	trpB	Tryptophan synthase beta chain	0
1265	Prokka:Prodigal	trpC	Tryptophan biosynthesis protein TrpCF	0
1266	Prokka:Prodigal	trpGD_1	Bifunctional protein TrpGD	0
1267	Prokka:Prodigal	trpGD_2	Bifunctional protein TrpGD	0
1268	Prokka:Prodigal	trpE	Anthranilate synthase component 1	0
1269	Prokka:Prodigal	yciV	5'-3' exoribonuclease	0
1270	Prokka:Prodigal	yciO	putative protein YciO	0
1271	Prokka:Prodigal	scpA	Segregation and condensation protein A	0
1272	Prokka:Prodigal	scpB	Segregation and condensation protein B 	0
1273	Prokka:Prodigal	rluB	Ribosomal large subunit pseudouridine synthase B	0
1274	Prokka:Prodigal			0
1275	Prokka:Prodigal	tesB	Acyl-CoA thioesterase 2	0
1276	Prokka:Prodigal	aceK	Isocitrate dehydrogenase kinase/phosphatase	0
1277	Prokka:Prodigal		putative tRNA/rRNA methyltransferase	0
1278	Prokka:Prodigal	thrA	Bifunctional aspartokinase/homoserine dehydrogenase 1	0
1279	Prokka:Prodigal	thrB	Homoserine kinase	0
1280	Prokka:Prodigal	thrC_2	Threonine synthase	0
1281	Prokka:Prodigal			0
1282	Prokka:Prodigal			0
1283	Prokka:Prodigal			0
1284	Prokka:Prodigal			0
1285	Prokka:Prodigal	rimO	Ribosomal protein S12 methylthiotransferase RimO	0
1286	Prokka:Prodigal			0
1287	Prokka:Prodigal			0
1288	Prokka:Prodigal			0
1289	Prokka:Prodigal			0
1290	Prokka:Prodigal	sstT_1	Serine/threonine transporter SstT	0
1291	Prokka:Prodigal			0
1292	Prokka:Prodigal	ttgR	HTH-type transcriptional regulator TtgR	0
1293	Prokka:Prodigal	acrA	Multidrug efflux pump subunit AcrA	0
1294	Prokka:Prodigal	acrB	Multidrug efflux pump subunit AcrB	0
1295	Prokka:Prodigal			0
1296	Prokka:Prodigal	arnC	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	0
1297	Prokka:Prodigal			0
1298	Prokka:Prodigal			0
1299	Prokka:Prodigal	mshA_1	D-inositol-3-phosphate glycosyltransferase	0
1300	Prokka:Prodigal	gmd	GDP-mannose 4,6-dehydratase	0
1301	Prokka:Prodigal	fcl	GDP-L-fucose synthase	0
1302	Prokka:Prodigal	gmm	GDP-mannose mannosyl hydrolase	0
1303	Prokka:Prodigal	manC1	Mannose-1-phosphate guanylyltransferase 1	0
1304	Prokka:Prodigal	glmM_1	Phosphoglucosamine mutase	0
1305	Prokka:Prodigal		PGL/p-HBAD biosynthesis glycosyltransferase	0
1306	Prokka:Prodigal	gnu	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase	0
1307	Prokka:Prodigal			0
1308	Prokka:Prodigal	pglF	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase	0
1309	Prokka:Prodigal	rfbB	dTDP-glucose 4,6-dehydratase	0
1310	Prokka:Prodigal	rfbD	dTDP-4-dehydrorhamnose reductase	0
1311	Prokka:Prodigal	rfbA	Glucose-1-phosphate thymidylyltransferase 1	0
1312	Prokka:Prodigal	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	0
1313	Prokka:Prodigal	fepE	Ferric enterobactin transport protein FepE	0
1314	Prokka:Prodigal			0
1315	Prokka:Prodigal	hns_1	DNA-binding protein H-NS	0
1316	Prokka:Prodigal	tdeA	Toxin and drug export protein A	0
1317	Prokka:Prodigal	macB_1	Macrolide export ATP-binding/permease protein MacB	0
1318	Prokka:Prodigal	macA	Macrolide export protein MacA	0
1319	Prokka:Prodigal	ppaC	putative manganese-dependent inorganic pyrophosphatase	0
1320	Prokka:Prodigal	recN	DNA repair protein RecN	0
1321	Prokka:Prodigal	nadK	NAD kinase	0
1322	Prokka:Prodigal	grpE	Protein GrpE	0
1323	Prokka:Prodigal	dnaK	Chaperone protein DnaK	0
1324	Prokka:Prodigal	dnaJ_1	Chaperone protein DnaJ	0
1325	Prokka:Prodigal	scrY	Sucrose porin	0
1326	Prokka:Prodigal	scrK	Fructokinase	0
1327	Prokka:Prodigal	sacX	Negative regulator of SacY activity	0
1328	Prokka:Prodigal	scrB	Sucrose-6-phosphate hydrolase	0
1329	Prokka:Prodigal	cra_1	Catabolite repressor/activator	0
1330	Prokka:Prodigal	mgtC	Protein MgtC	0
1331	Prokka:Prodigal			0
1332	Prokka:Prodigal		Sulfide-quinone reductase	0
1333	Prokka:Prodigal			0
1334	Prokka:Prodigal	bigR	Biofilm growth-associated repressor	0
1335	Prokka:Prodigal			0
1336	Prokka:Prodigal			0
1337	Prokka:Prodigal	mdtA_4	Multidrug resistance protein MdtA	0
1338	Prokka:Prodigal	mdtC	Multidrug resistance protein MdtC	0
1339	Prokka:Prodigal			0
1340	Prokka:Prodigal	yknY_2	putative ABC transporter ATP-binding protein YknY	0
1341	Prokka:Prodigal	macB_2	Macrolide export ATP-binding/permease protein MacB	0
1342	Prokka:Prodigal	macB_3	Macrolide export ATP-binding/permease protein MacB	0
1343	Prokka:Prodigal		Bacteriohemerythrin	0
1344	Prokka:Prodigal	lplA	Lipoate-protein ligase A	0
1345	Prokka:Prodigal			0
1346	Prokka:Prodigal			0
1347	Prokka:Prodigal	bamE	Outer membrane protein assembly factor BamE	0
1348	Prokka:Prodigal	adhB_1	Alcohol dehydrogenase 2	0
1349	Prokka:Prodigal	udp_1	Uridine phosphorylase	0
1350	Prokka:Prodigal	rluA_2	Dual-specificity RNA pseudouridine synthase RluA	0
1351	Prokka:Prodigal	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	0
1352	Prokka:Prodigal			0
1353	Prokka:Prodigal			0
1354	Prokka:Prodigal			0
1355	Prokka:Prodigal			0
1356	Prokka:Prodigal	rhtB	Homoserine/homoserine lactone efflux protein	0
1357	Prokka:Prodigal	nhaP2_1	K(+)/H(+) antiporter NhaP2	0
1358	Prokka:Prodigal			0
1359	Prokka:Prodigal	nhaP2_2	K(+)/H(+) antiporter NhaP2	0
1360	Prokka:Prodigal			0
1361	Prokka:Prodigal			0
1362	Prokka:Prodigal	dapE_1	Succinyl-diaminopimelate desuccinylase	0
1363	Prokka:Prodigal	yffB	Protein YffB	0
1364	Prokka:Prodigal			0
1365	Prokka:Prodigal	dcuD_1	Putative cryptic C4-dicarboxylate transporter DcuD	0
1366	Prokka:Prodigal	cpg2_1	Carboxypeptidase G2	0
1367	Prokka:Prodigal			0
1368	Prokka:Prodigal	dcuB	Anaerobic C4-dicarboxylate transporter DcuB	0
1369	Prokka:Prodigal			0
1370	Prokka:Prodigal		IS3 family transposase ISAs31	0
1371	Prokka:Prodigal		IS3 family transposase ISAs31	0
1372	Prokka:Prodigal	asnS	Asparagine--tRNA ligase	0
1373	Prokka:Prodigal			0
1374	Prokka:Prodigal			0
1375	Prokka:Prodigal	bioA	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	0
1376	Prokka:Prodigal	bioB	Biotin synthase	0
1377	Prokka:Prodigal	bioF	8-amino-7-oxononanoate synthase	0
1378	Prokka:Prodigal	bioC	Malonyl-[acyl-carrier protein] O-methyltransferase	0
1379	Prokka:Prodigal	bioD1	ATP-dependent dethiobiotin synthetase BioD 1	0
1380	Prokka:Prodigal	htpX	Protease HtpX	0
1381	Prokka:Prodigal			0
1382	Prokka:Prodigal	hmp_1	Flavohemoprotein	0
1383	Prokka:Prodigal			0
1384	Prokka:Prodigal	sfrB	NADPH-Fe(3+) oxidoreductase subunit beta	0
1385	Prokka:Prodigal	nifJ_1	Pyruvate-flavodoxin oxidoreductase	0
1386	Prokka:Prodigal			0
1387	Prokka:Prodigal			0
1388	Prokka:Prodigal	yeeZ	Protein YeeZ	0
1389	Prokka:Prodigal		putative acyl-CoA thioester hydrolase	0
1390	Prokka:Prodigal			0
1391	Prokka:Prodigal			0
1392	Prokka:Prodigal	grxA	Glutaredoxin 1	0
1393	Prokka:Prodigal	dacB	D-alanyl-D-alanine carboxypeptidase DacB	0
1394	Prokka:Prodigal	radD	Putative DNA repair helicase RadD	0
1395	Prokka:Prodigal	yiaV	Inner membrane protein YiaV	0
1396	Prokka:Prodigal	yiaW	Inner membrane protein YiaW	0
1397	Prokka:Prodigal			0
1398	Prokka:Prodigal	cstA	Peptide transporter CstA	0
1399	Prokka:Prodigal	btsR	Transcriptional regulatory protein BtsR	0
1400	Prokka:Prodigal	btsS	Sensor histidine kinase BtsS	0
1401	Prokka:Prodigal		Cyclic di-GMP phosphodiesterase	0
1402	Prokka:Prodigal	eptA	Phosphoethanolamine transferase EptA	0
1403	Prokka:Prodigal	nagC_1	N-acetylglucosamine repressor	0
1404	Prokka:Prodigal	nagA	N-acetylglucosamine-6-phosphate deacetylase	0
1405	Prokka:Prodigal	nagB	Glucosamine-6-phosphate deaminase	0
1406	Prokka:Prodigal	ptsG_2	PTS system glucose-specific EIICBA component	0
1407	Prokka:Prodigal	chb	N,N'-diacetylchitobiase	0
1408	Prokka:Prodigal	glnS	Glutamine--tRNA ligase	0
1409	Prokka:Prodigal	fur	Ferric uptake regulation protein	0
1410	Prokka:Prodigal			0
1411	Prokka:Prodigal	fldA	Flavodoxin 1	0
1412	Prokka:Prodigal	ybfE	putative protein YbfE	0
1413	Prokka:Prodigal			0
1414	Prokka:Prodigal	ybfF	Esterase YbfF	0
1415	Prokka:Prodigal	seqA	Negative modulator of initiation of replication	0
1416	Prokka:Prodigal	pgm	Phosphoglucomutase	0
1417	Prokka:Prodigal			0
1418	Prokka:Prodigal			0
1419	Prokka:Prodigal	mltB	Membrane-bound lytic murein transglycosylase B	0
1420	Prokka:Prodigal	ynjF	Inner membrane protein YnjF	0
1421	Prokka:Prodigal	fbpC2	Fe(3+) ions import ATP-binding protein FbpC 2	0
1422	Prokka:Prodigal	ynjC	Inner membrane ABC transporter permease protein YnjC	0
1423	Prokka:Prodigal	ynjB	Protein YnjB	0
1424	Prokka:Prodigal	sthA	Soluble pyridine nucleotide transhydrogenase	0
1425	Prokka:Prodigal			0
1426	Prokka:Prodigal			0
1427	Prokka:Prodigal	ppiC	Peptidyl-prolyl cis-trans isomerase C	0
1428	Prokka:Prodigal			0
1429	Prokka:Prodigal	tamA	Translocation and assembly module subunit TamA	0
1430	Prokka:Prodigal	tamB	Translocation and assembly module subunit TamB	0
1431	Prokka:Prodigal			0
1432	Prokka:Prodigal	raiA	Ribosome-associated inhibitor A	0
1433	Prokka:Prodigal			0
1434	Prokka:Prodigal	slt	Soluble lytic murein transglycosylase	0
1435	Prokka:Prodigal	galR_2	HTH-type transcriptional regulator GalR	0
1436	Prokka:Prodigal	aroH_1	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	0
1437	Prokka:Prodigal	cirA_2	Colicin I receptor	0
1438	Prokka:Prodigal	dhbC	Isochorismate synthase DhbC	0
1439	Prokka:Prodigal	entE	Enterobactin synthase component E	0
1440	Prokka:Prodigal	entB	Enterobactin synthase component B	0
1441	Prokka:Prodigal	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	0
1442	Prokka:Prodigal	dhbF	Dimodular nonribosomal peptide synthase	0
1443	Prokka:Prodigal			0
1444	Prokka:Prodigal	pdhA	Pyruvate dehydrogenase E1 component subunit alpha	0
1445	Prokka:Prodigal	pdhB	Pyruvate dehydrogenase E1 component subunit beta	0
1446	Prokka:Prodigal	pdhC	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	0
1447	Prokka:Prodigal	cspV_2	Cold shock protein CspV	0
1448	Prokka:Prodigal			0
1449	Prokka:Prodigal			0
1450	Prokka:Prodigal			0
1451	Prokka:Prodigal			0
1452	Prokka:Prodigal			0
1453	Prokka:Prodigal	eamA	putative amino-acid metabolite efflux pump	0
1454	Prokka:Prodigal	srlR_1	Glucitol operon repressor	0
1455	Prokka:Prodigal	pflD	Trans-4-hydroxy-L-proline dehydratase	0
1456	Prokka:Prodigal	cutD	Choline trimethylamine-lyase activating enzyme	0
1457	Prokka:Prodigal	fsaA	Fructose-6-phosphate aldolase 1	0
1458	Prokka:Prodigal			0
1459	Prokka:Prodigal		Cyclic di-GMP phosphodiesterase	0
1460	Prokka:Prodigal	rsuA	Ribosomal small subunit pseudouridine synthase A	0
1461	Prokka:Prodigal			0
1462	Prokka:Prodigal	mppA_2	Periplasmic murein peptide-binding protein	0
1463	Prokka:Prodigal	yfcE	Phosphodiesterase YfcE	0
1464	Prokka:Prodigal			0
1465	Prokka:Prodigal			0
1466	Prokka:Prodigal			0
1467	Prokka:Prodigal	cheV_2	Chemotaxis protein CheV	0
1468	Prokka:Prodigal	cheR2	Chemotaxis protein methyltransferase Cher2	0
1469	Prokka:Prodigal	flgB_2	Flagellar basal body rod protein FlgB	0
1470	Prokka:Prodigal	flgC_2	Flagellar basal-body rod protein FlgC	0
1471	Prokka:Prodigal	flgD	Basal-body rod modification protein FlgD	0
1472	Prokka:Prodigal	flgE_2	Flagellar hook protein FlgE	0
1473	Prokka:Prodigal	flgF_2	Flagellar basal-body rod protein FlgF	0
1474	Prokka:Prodigal	flgG_2	Flagellar basal-body rod protein FlgG	0
1475	Prokka:Prodigal	flgH_2	Flagellar L-ring protein	0
1476	Prokka:Prodigal	flgI_2	Flagellar P-ring protein	0
1477	Prokka:Prodigal	flgJ	Peptidoglycan hydrolase FlgJ	0
1478	Prokka:Prodigal			0
1479	Prokka:Prodigal			0
1480	Prokka:Prodigal		Magnesium transporter MgtE	0
1481	Prokka:Prodigal	ppx	Exopolyphosphatase	0
1482	Prokka:Prodigal	ppk	Polyphosphate kinase	0
1483	Prokka:Prodigal			0
1484	Prokka:Prodigal			0
1485	Prokka:Prodigal	norR_1	Anaerobic nitric oxide reductase transcription regulator NorR	0
1486	Prokka:Prodigal	atoS	Signal transduction histidine-protein kinase AtoS	0
1487	Prokka:Prodigal	atoC_2	Regulatory protein AtoC	0
1488	Prokka:Prodigal		GTP cyclohydrolase 1 type 2 	0
1489	Prokka:Prodigal	purN	Phosphoribosylglycinamide formyltransferase	0
1490	Prokka:Prodigal	purM	Phosphoribosylformylglycinamidine cyclo-ligase	0
1491	Prokka:Prodigal	upp	Uracil phosphoribosyltransferase	0
1492	Prokka:Prodigal			0
1493	Prokka:Prodigal	hda	DnaA regulatory inactivator Hda	0
1494	Prokka:Prodigal	aceA	Isocitrate lyase	0
1495	Prokka:Prodigal	aceB	Malate synthase A	0
1496	Prokka:Prodigal			0
1497	Prokka:Prodigal	tadA	tRNA-specific adenosine deaminase	0
1498	Prokka:Prodigal			0
1499	Prokka:Prodigal			0
1500	Prokka:Prodigal	pstB	Phosphate import ATP-binding protein PstB	0
1501	Prokka:Prodigal	phoU	Phosphate-specific transport system accessory protein PhoU	0
1502	Prokka:Prodigal			0
1503	Prokka:Prodigal			0
1504	Prokka:Prodigal	mmuM	Homocysteine S-methyltransferase	0
1505	Prokka:Prodigal	ydgI_1	Putative arginine/ornithine antiporter	0
1506	Prokka:Prodigal			0
1507	Prokka:Prodigal			0
1508	Prokka:Prodigal	glnQ_1	Glutamine transport ATP-binding protein GlnQ	0
1509	Prokka:Prodigal			0
1510	Prokka:Prodigal	fliY_1	L-cystine-binding protein FliY	0
1511	Prokka:Prodigal			0
1512	Prokka:Prodigal	uhpC	Membrane sensor protein UhpC	0
1513	Prokka:Prodigal	uhpB	Signal transduction histidine-protein kinase/phosphatase UhpB	0
1514	Prokka:Prodigal	uhpA	Transcriptional regulatory protein UhpA	0
1515	Prokka:Prodigal	rnk	Regulator of nucleoside diphosphate kinase	0
1516	Prokka:Prodigal			0
1517	Prokka:Prodigal			0
1518	Prokka:Prodigal	phoA	Alkaline phosphatase 4	0
1519	Prokka:Prodigal			0
1520	Prokka:Prodigal	rbgA	Ribosome biogenesis GTPase A	0
1521	Prokka:Prodigal		Histone deacetylase-like amidohydrolase	0
1522	Prokka:Prodigal			0
1523	Prokka:Prodigal	dinG	ATP-dependent DNA helicase DinG	0
1524	Prokka:Prodigal	phoE_2	Outer membrane porin PhoE	0
1525	Prokka:Prodigal	tyrA	T-protein	0
1526	Prokka:Prodigal	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	0
1527	Prokka:Prodigal	glgC_2	Glucose-1-phosphate adenylyltransferase	0
1528	Prokka:Prodigal	secF_1	Protein translocase subunit SecF	0
1529	Prokka:Prodigal	secD_1	Protein translocase subunit SecD	0
1530	Prokka:Prodigal			0
1531	Prokka:Prodigal			0
1532	Prokka:Prodigal	thiK	Thiamine kinase	0
1533	Prokka:Prodigal	lpoB	Penicillin-binding protein activator LpoB	0
1534	Prokka:Prodigal			0
1535	Prokka:Prodigal			0
1536	Prokka:Prodigal		Purine nucleoside phosphoramidase	0
1537	Prokka:Prodigal			0
1538	Prokka:Prodigal			0
1539	Prokka:Prodigal	pyrC	Dihydroorotase	0
1540	Prokka:Prodigal		IS1595 family transposase ISAs23	0
1541	Prokka:Prodigal			0
1542	Prokka:Prodigal	dctA_1	C4-dicarboxylate transport protein	0
1543	Prokka:Prodigal			0
1544	Prokka:Prodigal			0
1545	Prokka:Prodigal	yedI	Inner membrane protein YedI	0
1546	Prokka:Prodigal			0
