gene_callers_id	source	accession	function	e_value
393	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
395	KOfam	K01665	para-aminobenzoate synthetase component I [EC:2.6.1.85]	1.2e-169
395	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00790 Folate biosynthesis [PATH:ko00790]!!!Enzymes>>>2. Transferases>>>2.6  Transferring nitrogenous groups>>>2.6.1  Transaminases>>>2.6.1.85  aminodeoxychorismate synthase	0.0
396	KOfam	K01676	fumarate hydratase, class I [EC:4.2.1.2]	3.1e-196
396	KEGG_Module	M00009!!!M00011!!!M00982!!!M00173!!!M00613!!!M00614	Citrate cycle (TCA cycle, Krebs cycle)!!!Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate!!!Methylcitrate cycle!!!Reductive citrate cycle (Arnon-Buchanan cycle)!!!Anoxygenic photosynthesis in green nonsulfur bacteria!!!Anoxygenic photosynthesis in green sulfur bacteria	0.0
396	KEGG_Class	M00009!!!M00011!!!M00982!!!M00173!!!M00613!!!M00614	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Energy metabolism; Carbon fixation!!!Signature modules; Module set; Metabolic capacity!!!Signature modules; Module set; Metabolic capacity	0.0
396	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00020 Citrate cycle (TCA cycle) [PATH:ko00020]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00620 Pyruvate metabolism [PATH:ko00620]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00720 Other carbon fixation pathways [PATH:ko00720]!!!Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.1  Hydro-lyases>>>4.2.1.2  fumarate hydratase	0.0
397	KOfam	K06193	protein PhnA	5.2e-34
397	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only	0.0
402	KOfam	K21088	diguanylate cyclase [EC:2.7.7.65]	4.8e-68
402	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02026 Biofilm formation - Escherichia coli [PATH:ko02026]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.65  diguanylate cyclase	0.0
404	KOfam	K07320	ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]	3.2e-153
404	KEGG_BRITE	ko01000!!!ko03009	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.298  ribosomal protein uL3 N5-glutamine methyltransferase!!!Ribosome biogenesis>>>Prokaryotic type>>>ribosomal protein modification factors	0.0
405	KOfam	K01736	chorismate synthase [EC:4.2.3.5]	5.8e-200
405	KEGG_Module	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	0.0
405	KEGG_Class	M00022	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	0.0
405	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]!!!Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.3  Acting on phosphates>>>4.2.3.5  chorismate synthase	0.0
406	KOfam	K02030	polar amino acid transport system substrate-binding protein	5.1e-31
406	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>Phosphate and amino acid transporters>>>Putative polar amino acid transporter	0.0
407	KOfam	K11927	ATP-dependent RNA helicase RhlE [EC:5.6.2.7]	2.8e-214
407	KEGG_BRITE	ko00001!!!ko01000!!!ko03019	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03018 RNA degradation [PATH:ko03018]!!!Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.7  DEAD-box RNA helicase!!!Messenger RNA biogenesis>>>Prokaryotic type>>>Bacterial mRNA degradation factors>>>RNA degradosome components>>>Helicases	0.0
408	KOfam	K07136	uncharacterized protein	1.1e-43
408	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
411	KOfam	K03834	tyrosine-specific transport protein	8.6e-103
411	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
412	KOfam	K03435	LacI family transcriptional regulator, fructose operon transcriptional repressor	3.9e-124
412	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>LacI family	0.0
413	KOfam	K02784	phosphocarrier protein HPr	3.1e-28
413	KOfam	K11183	multiphosphoryl transfer protein [EC:2.7.1.202]	2.4e-136
413	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02060 Phosphotransferase system (PTS) [PATH:ko02060]!!!Transporters>>>Phosphotransferase system (PTS)>>>Enzyme I and HPr>>>Phosphocarrier protein HPr [TC:8.A.8]	0.0
413	KEGG_BRITE	ko00001!!!ko01000!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02060 Phosphotransferase system (PTS) [PATH:ko02060]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.202  protein-Npi-phosphohistidine---D-fructose phosphotransferase!!!Transporters>>>Phosphotransferase system (PTS)>>>Enzyme I and HPr>>>Multiphosphoryl transfer protein	0.0
414	KOfam	K00882	1-phosphofructokinase [EC:2.7.1.56]	8.3e-115
414	KEGG_BRITE	ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00051 Fructose and mannose metabolism [PATH:ko00051]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02060 Phosphotransferase system (PTS) [PATH:ko02060]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.56  1-phosphofructokinase	0.0
415	KOfam	K02770	fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]	1.9e-224
415	KEGG_BRITE	ko00001!!!ko00001!!!ko01000!!!ko02000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00051 Fructose and mannose metabolism [PATH:ko00051]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02060 Phosphotransferase system (PTS) [PATH:ko02060]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.202  protein-Npi-phosphohistidine---D-fructose phosphotransferase!!!Transporters>>>Phosphotransferase system (PTS)>>>Enzyme II [TC:4.A]>>>Fructose-specific II component	0.0
416	KOfam	K08300	ribonuclease E [EC:3.1.26.12]	2.5e-263
416	KEGG_BRITE	ko00001!!!ko01000!!!ko03019!!!ko03009	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03018 RNA degradation [PATH:ko03018]!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.26  Endoribonucleases producing 5'-phosphomonoesters>>>3.1.26.12  ribonuclease E!!!Messenger RNA biogenesis>>>Prokaryotic type>>>Bacterial mRNA degradation factors>>>RNA degradosome components>>>Ribonucreases!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA processing factors	0.0
417	KOfam	K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	1.5e-89
417	KOfam	K06179	23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	9.3e-133
417	KEGG_BRITE	ko01000!!!ko03009	Enzymes>>>5. Isomerases>>>5.4  Intramolecular transferases>>>5.4.99  Transferring other groups>>>5.4.99.23  23S rRNA pseudouridine1911/1915/1917 synthase!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA modification factors>>>23S rRNA modification factors	0.0
417	KEGG_BRITE	ko01000!!!ko03009	Enzymes>>>5. Isomerases>>>5.4  Intramolecular transferases>>>5.4.99  Transferring other groups>>>5.4.99.24  23S rRNA pseudouridine955/2504/2580 synthase!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA modification factors>>>23S rRNA modification factors	0.0
418	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	2.1e-60
418	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.3  Phosphoric-monoester hydrolases>>>3.1.3.18  phosphoglycolate phosphatase	0.0
419	KOfam	K25422	7-methyl-GTP pyrophosphatase [EC:3.6.1.-]	1.2e-91
419	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers	0.0
421	KOfam	K02911	large subunit ribosomal protein L32	7.5e-15
421	KEGG_BRITE	ko00001!!!ko03011!!!ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Large subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Large subunit	0.0
422	KOfam	K03621	phosphate acyltransferase [EC:2.3.1.274]	1.4e-137
422	KEGG_BRITE	ko00001!!!ko01000!!!ko01004	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00561 Glycerolipid metabolism [PATH:ko00561]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.274  phosphate acyltransferase!!!Lipid biosynthesis proteins>>>Phospholipid acyltransferase>>>GPAT	0.0
423	KOfam	K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	3.8e-131
423	KEGG_Module	M00082	Fatty acid biosynthesis, initiation	0.0
423	KEGG_Class	M00082	Pathway modules; Lipid metabolism; Fatty acid metabolism	0.0
423	KEGG_BRITE	ko00001!!!ko01000!!!ko01004	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.180  beta-ketoacyl-[acyl-carrier-protein] synthase III!!!Lipid biosynthesis proteins>>>Fatty acid synthase>>>Component type	0.0
424	KOfam	K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	4.6e-123
424	KEGG_Module	M00082!!!M00873!!!M00874!!!M00885!!!M00886	Fatty acid biosynthesis, initiation!!!Fatty acid biosynthesis in mitochondria, animals!!!Fatty acid biosynthesis in mitochondria, fungi!!!Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)!!!Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)	0.0
424	KEGG_Class	M00082!!!M00873!!!M00874!!!M00885!!!M00886	Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism	0.0
424	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko01004	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00074 Mycolic acid biosynthesis [PATH:ko00074]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00333 Prodigiosin biosynthesis [PATH:ko00333]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.39  [acyl-carrier-protein] S-malonyltransferase!!!Lipid biosynthesis proteins>>>Fatty acid synthase>>>Component type	0.0
425	KOfam	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	9.3e-105
425	KEGG_Module	M00083!!!M00874!!!M00572	Fatty acid biosynthesis, elongation!!!Fatty acid biosynthesis in mitochondria, fungi!!!Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	0.0
425	KEGG_Class	M00083!!!M00874!!!M00572	Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
425	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko01004	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00780 Biotin metabolism [PATH:ko00780]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00333 Prodigiosin biosynthesis [PATH:ko00333]!!!Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.100  3-oxoacyl-[acyl-carrier-protein] reductase!!!Lipid biosynthesis proteins>>>Fatty acid synthase>>>Component type	0.0
426	KOfam	K02078	acyl carrier protein	3.4e-29
426	KEGG_Module	M00885!!!M00886!!!M00848	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)!!!Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)!!!Aurachin biosynthesis, anthranilate => aurachin A	0.0
426	KEGG_Class	M00885!!!M00886!!!M00848	Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	0.0
426	KEGG_BRITE	ko00001!!!ko00001!!!ko00001	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00074 Mycolic acid biosynthesis [PATH:ko00074]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00998 Biosynthesis of various antibiotics [PATH:ko00998]	0.0
427	KOfam	K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	6.9e-195
427	KEGG_Module	M00083!!!M00873!!!M00874!!!M00572	Fatty acid biosynthesis, elongation!!!Fatty acid biosynthesis in mitochondria, animals!!!Fatty acid biosynthesis in mitochondria, fungi!!!Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	0.0
427	KEGG_Class	M00083!!!M00873!!!M00874!!!M00572	Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
427	KEGG_BRITE	ko00001!!!ko00001!!!ko01000!!!ko01004	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00780 Biotin metabolism [PATH:ko00780]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.179  beta-ketoacyl-[acyl-carrier-protein] synthase II!!!Lipid biosynthesis proteins>>>Fatty acid synthase>>>Component type	0.0
428	KOfam	K02619	4-amino-4-deoxychorismate lyase [EC:4.1.3.38]	1.2e-71
428	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00790 Folate biosynthesis [PATH:ko00790]!!!Enzymes>>>4. Lyases>>>4.1  Carbon-carbon lyases>>>4.1.3  Oxo-acid-lyases>>>4.1.3.38  aminodeoxychorismate lyase	0.0
429	KOfam	K07082	peptidoglycan lytic transglycosylase G [EC:4.2.2.29]	1.1e-104
429	KEGG_BRITE	ko01000!!!ko01011	Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.2  Acting on polysaccharides>>>4.2.2.29  peptidoglycan lytic transglycosylase!!!Peptidoglycan biosynthesis and degradation proteins>>>Peptidoglycan biosynthesis and degradation>>>Lytic transglycosylase	0.0
430	KOfam	K00943	dTMP kinase [EC:2.7.4.9]	4.1e-60
430	KEGG_Module	M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	0.0
430	KEGG_Class	M00938	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	0.0
430	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.4  Phosphotransferases with a phosphate group as acceptor>>>2.7.4.9  dTMP kinase	0.0
431	KOfam	K02341	DNA polymerase III subunit delta' [EC:2.7.7.7]	3.6e-77
431	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko03032!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03030 DNA replication [PATH:ko03030]!!!KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03430 Mismatch repair [PATH:ko03430]!!!KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03440 Homologous recombination [PATH:ko03440]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.7  DNA-directed DNA polymerase!!!DNA replication proteins>>>Prokaryotic type>>>DNA Replication Elongation Factors>>>Elongation factors (bacterial)>>>DNA polymerase III holoenzyme!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>MMR (mismatch excision repair)>>>DNA polymerase III holoenzyme	0.0
432	KOfam	K03424	TatD DNase family protein [EC:3.1.21.-]	9.2e-89
432	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers	0.0
435	KOfam	K11392	16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]	3.6e-222
435	KEGG_BRITE	ko01000!!!ko03009	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.178  16S rRNA (cytosine1407-C5)-methyltransferase!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA modification factors>>>16S rRNA modification factors	0.0
436	KOfam	K06192	intermembrane transport protein PqiB/LetB	1.2e-220
436	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Others	0.0
437	KOfam	K03808	intermembrane transport protein PqiA/LetA	2.9e-70
437	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Others	0.0
438	KOfam	K03808	intermembrane transport protein PqiA/LetA	3.9e-42
438	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Others	0.0
439	KOfam	K03417	methylisocitrate lyase [EC:4.1.3.30]	2.9e-133
439	KEGG_Module	M00982	Methylcitrate cycle	0.0
439	KEGG_Class	M00982	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	0.0
439	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00640 Propanoate metabolism [PATH:ko00640]!!!Enzymes>>>4. Lyases>>>4.1  Carbon-carbon lyases>>>4.1.3  Oxo-acid-lyases>>>4.1.3.30  methylisocitrate lyase	0.0
440	KOfam	K01659	2-methylcitrate synthase [EC:2.3.3.5]	3.5e-174
440	KEGG_Module	M00009!!!M00010!!!M00012!!!M00740!!!M00982	Citrate cycle (TCA cycle, Krebs cycle)!!!Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate!!!Glyoxylate cycle!!!Methylaspartate cycle!!!Methylcitrate cycle	0.0
440	KEGG_Class	M00009!!!M00010!!!M00012!!!M00740!!!M00982	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	0.0
440	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00020 Citrate cycle (TCA cycle) [PATH:ko00020]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00640 Propanoate metabolism [PATH:ko00640]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.3  Acyl groups converted into alkyl groups on transfer>>>2.3.3.5  2-methylcitrate synthase	0.0
441	KOfam	K01720	2-methylcitrate dehydratase [EC:4.2.1.79]	4.2e-221
441	KEGG_Module	M00982	Methylcitrate cycle	0.0
441	KEGG_Class	M00982	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	0.0
441	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00640 Propanoate metabolism [PATH:ko00640]!!!Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.1  Hydro-lyases>>>4.2.1.79  2-methylcitrate dehydratase	0.0
444	KOfam	K00635	diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75]	2.8e-118
444	KEGG_BRITE	ko00001!!!ko00001!!!ko01000!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00073 Cutin, suberine and wax biosynthesis [PATH:ko00073]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00561 Glycerolipid metabolism [PATH:ko00561]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.20  diacylglycerol O-acyltransferase!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.75  long-chain-alcohol O-fatty-acyltransferase	0.0
447	KOfam	K07001	NTE family protein	4.4e-45
447	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only	0.0
449	KOfam	K28138	alcohol-forming fatty acyl-CoA reductase [EC:1.2.1.84]	4.2e-281
449	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00073 Cutin, suberine and wax biosynthesis [PATH:ko00073]!!!Enzymes>>>1. Oxidoreductases>>>1.2  Acting on the aldehyde or oxo group of donors>>>1.2.1  With NAD+ or NADP+ as acceptor>>>1.2.1.84  alcohol-forming fatty acyl-CoA reductase (NADPH)	0.0
450	KOfam	K01046	triacylglycerol lipase [EC:3.1.1.3]	9.9e-27
450	KEGG_Module	M00098	Acylglycerol degradation	0.0
450	KEGG_Class	M00098	Pathway modules; Lipid metabolism; Lipid metabolism	0.0
450	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00561 Glycerolipid metabolism [PATH:ko00561]!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.1  Carboxylic-ester hydrolases>>>3.1.1.3  triacylglycerol lipase	0.0
451	KOfam	K09918	uncharacterized protein	6.6e-39
451	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
457	KOfam	K10954	zona occludens toxin	1.8e-56
457	KEGG_Module	M00850	Vibrio cholerae pathogenicity signature, cholera toxins	0.0
457	KEGG_Class	M00850	Signature modules; Gene set; Pathogenicity	0.0
457	KEGG_BRITE	ko02042	Bacterial toxins>>>Type III toxins: Intracellular toxins>>>Others>>>Zona occludens toxin	0.0
458	KOfam	K10952	accessory cholera enterotoxin	9.3e-34
458	KEGG_Module	M00850	Vibrio cholerae pathogenicity signature, cholera toxins	0.0
458	KEGG_Class	M00850	Signature modules; Gene set; Pathogenicity	0.0
458	KEGG_BRITE	ko02042	Bacterial toxins>>>Type II toxins: Membrane damaging toxins>>>Pore-forming toxins, Other	0.0
465	KOfam	K04770	Lon-like ATP-dependent protease [EC:3.4.21.-]	3.8e-204
465	KEGG_BRITE	ko01002	Peptidases and inhibitors>>>Serine peptidases>>>Family S16: lon protease family	0.0
466	KOfam	K01716	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]	6.5e-104
466	KEGG_Module	M00083	Fatty acid biosynthesis, elongation	0.0
466	KEGG_Class	M00083	Pathway modules; Lipid metabolism; Fatty acid metabolism	0.0
466	KEGG_BRITE	ko00001!!!ko01000!!!ko01000!!!ko01004	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.1  Hydro-lyases>>>4.2.1.59  3-hydroxyacyl-[acyl-carrier-protein] dehydratase!!!Enzymes>>>5. Isomerases>>>5.3  Intramolecular oxidoreductases>>>5.3.3  Transposing C=C bonds>>>5.3.3.14  trans-2-decenoyl-[acyl-carrier protein] isomerase!!!Lipid biosynthesis proteins>>>Fatty acid synthase>>>Component type	0.0
467	KOfam	K03812	ribosome modulation factor	7.5e-24
467	KEGG_BRITE	ko03009	Ribosome biogenesis>>>Prokaryotic type>>>Other maturation factors	0.0
468	KOfam	K15738	ABC transport system ATP-binding/permease protein	2.1e-262
468	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, eukaryotic type>>>Other subfamilies>>>Other ABC transporters	0.0
