enzyme	genome_name	db_name	gene_caller_id	contig	modules_with_enzyme	enzyme_definition	warnings
K10804	KMM289	KMM289	3504	c_1	None	acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5]	None
K03840	KMM289	KMM289	3551	c_1	None	flavodoxin II	None
K02237	KMM289	KMM289	3313	c_1	None	competence protein ComEA	None
K05772	KMM289	KMM289	3712	c_1	None	tungstate transport system substrate-binding protein	None
K02035	KMM289	KMM289	170	c_1	None	peptide/nickel transport system substrate-binding protein	None
K02035	KMM289	KMM289	1068	c_1	None	peptide/nickel transport system substrate-binding protein	None
K02035	KMM289	KMM289	3404	c_1	None	peptide/nickel transport system substrate-binding protein	None
K02035	KMM289	KMM289	3695	c_1	None	peptide/nickel transport system substrate-binding protein	None
K02035	KMM289	KMM289	1714	c_1	None	peptide/nickel transport system substrate-binding protein	None
K02035	KMM289	KMM289	1078	c_1	None	peptide/nickel transport system substrate-binding protein	None
K02035	KMM289	KMM289	791	c_1	None	peptide/nickel transport system substrate-binding protein	None
K02035	KMM289	KMM289	1977	c_1	None	peptide/nickel transport system substrate-binding protein	None
K02035	KMM289	KMM289	316	c_1	None	peptide/nickel transport system substrate-binding protein	None
K02035	KMM289	KMM289	4063	c_1	None	peptide/nickel transport system substrate-binding protein	None
K01448	KMM289	KMM289	3345	c_1	None	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	None
K02356	KMM289	KMM289	3578	c_1	None	elongation factor P	None
K07004	KMM289	KMM289	3501	c_1	None	uncharacterized protein	None
K05820	KMM289	KMM289	3490	c_1	None	MFS transporter, PPP family, 3-phenylpropionic acid transporter	None
K21028	KMM289	KMM289	3513	c_1	None	molybdopterin synthase sulfurtransferase [EC:2.8.1.11]	None
K09161	KMM289	KMM289	3317	c_1	None	uncharacterized protein	None
K02034	KMM289	KMM289	4065	c_1	None	peptide/nickel transport system permease protein	None
K02034	KMM289	KMM289	3405	c_1	None	peptide/nickel transport system permease protein	None
K02034	KMM289	KMM289	3693	c_1	None	peptide/nickel transport system permease protein	None
K02034	KMM289	KMM289	1712	c_1	None	peptide/nickel transport system permease protein	None
K02034	KMM289	KMM289	793	c_1	None	peptide/nickel transport system permease protein	None
K02034	KMM289	KMM289	318	c_1	None	peptide/nickel transport system permease protein	None
K05773	KMM289	KMM289	3711	c_1	None	tungstate transport system permease protein	None
K21606	KMM289	KMM289	3502	c_1	None	endo-chitodextinase [EC:3.2.1.202]	None
K03666	KMM289	KMM289	1964	c_1	None	host factor-I protein	None
K03666	KMM289	KMM289	3349	c_1	None	host factor-I protein	None
K05995	KMM289	KMM289	3474	c_1	None	dipeptidase E [EC:3.4.13.21]	None
K00769	KMM289	KMM289	3375	c_1	None	xanthine phosphoribosyltransferase [EC:2.4.2.22]	None
K00219	KMM289	KMM289	3417	c_1	None	2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]	None
K02340	KMM289	KMM289	3545	c_1	None	DNA polymerase III subunit delta [EC:2.7.7.7]	None
K17758	KMM289	KMM289	3343	c_1	None	ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136]	None
K06866	KMM289	KMM289	3655	c_1	None	autonomous glycyl radical cofactor	None
K11103	KMM289	KMM289	3654	c_1	None	aerobic C4-dicarboxylate transport protein	None
K05837	KMM289	KMM289	3540	c_1	None	peptidoglycan glycosyltransferase [EC:2.4.99.28]	None
K00783	KMM289	KMM289	3542	c_1	None	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	None
K01270	KMM289	KMM289	3373	c_1	None	dipeptidase D [EC:3.4.13.-]	None
K03665	KMM289	KMM289	3350	c_1	None	GTPase	None
K15977	KMM289	KMM289	4123	c_1	None	putative oxidoreductase	None
K15977	KMM289	KMM289	2309	c_1	None	putative oxidoreductase	None
K15977	KMM289	KMM289	3702	c_1	None	putative oxidoreductase	None
K07397	KMM289	KMM289	3450	c_1	None	putative redox protein	None
K08305	KMM289	KMM289	3539	c_1	None	peptidoglycan lytic transglycosylase B [EC:4.2.2.29]	None
K08305	KMM289	KMM289	1110	c_1	None	peptidoglycan lytic transglycosylase B [EC:4.2.2.29]	None
K07552	KMM289	KMM289	3211	c_1	None	MFS transporter, DHA1 family, multidrug resistance protein	None
K07552	KMM289	KMM289	828	c_1	None	MFS transporter, DHA1 family, multidrug resistance protein	None
K21966	KMM289	KMM289	3953	c_1	None	Mat/Ecp fimbriae outer membrane usher protein	None
K21966	KMM289	KMM289	3678	c_1	None	Mat/Ecp fimbriae outer membrane usher protein	None
K19235	KMM289	KMM289	1831	c_1	None	L,D-transpeptidase YbiS	None
K19235	KMM289	KMM289	3415	c_1	None	L,D-transpeptidase YbiS	None
K02013	KMM289	KMM289	4001	c_1	None	iron complex transport system ATP-binding protein [EC:7.2.2.-]	None
K02013	KMM289	KMM289	594	c_1	None	iron complex transport system ATP-binding protein [EC:7.2.2.-]	None
K02013	KMM289	KMM289	2539	c_1	None	iron complex transport system ATP-binding protein [EC:7.2.2.-]	None
K02013	KMM289	KMM289	3476	c_1	None	iron complex transport system ATP-binding protein [EC:7.2.2.-]	None
K01056	KMM289	KMM289	3643	c_1	None	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	None
K07396	KMM289	KMM289	3609	c_1	None	putative protein-disulfide isomerase	None
K05540	KMM289	KMM289	3302	c_1	None	tRNA-dihydrouridine synthase B [EC:1.-.-.-]	None
K03643	KMM289	KMM289	3546	c_1	None	LPS-assembly lipoprotein	None
K11904	KMM289	KMM289	802	c_1	None	type VI secretion system secreted protein VgrG	None
K11904	KMM289	KMM289	3976	c_1	None	type VI secretion system secreted protein VgrG	None
K11904	KMM289	KMM289	3273	c_1	None	type VI secretion system secreted protein VgrG	None
K11904	KMM289	KMM289	1359	c_1	None	type VI secretion system secreted protein VgrG	None
K11904	KMM289	KMM289	1658	c_1	None	type VI secretion system secreted protein VgrG	None
K11904	KMM289	KMM289	3487	c_1	None	type VI secretion system secreted protein VgrG	None
K01295	KMM289	KMM289	3595	c_1	None	glutamate carboxypeptidase [EC:3.4.17.11]	None
K01295	KMM289	KMM289	1158	c_1	None	glutamate carboxypeptidase [EC:3.4.17.11]	None
K03086	KMM289	KMM289	3231	c_1	None	RNA polymerase primary sigma factor	None
K21965	KMM289	KMM289	3952	c_1	None	Mat/Ecp fimbriae periplasmic chaperone	None
K21965	KMM289	KMM289	3676	c_1	None	Mat/Ecp fimbriae periplasmic chaperone	None
K14060	KMM289	KMM289	3279	c_1	None	putative DNA-invertase from lambdoid prophage Rac	None
K07791	KMM289	KMM289	3236	c_1	None	anaerobic C4-dicarboxylate transporter DcuA	None
K01486	KMM289	KMM289	3571	c_1	None	adenine deaminase [EC:3.5.4.2]	None
K03291	KMM289	KMM289	3665	c_1	None	MFS transporter, SET family, sugar efflux transporter	None
K03326	KMM289	KMM289	3569	c_1	None	C4-dicarboxylate transporter, DcuC family	None
K03326	KMM289	KMM289	660	c_1	None	C4-dicarboxylate transporter, DcuC family	None
K03326	KMM289	KMM289	1159	c_1	None	C4-dicarboxylate transporter, DcuC family	None
K07154	KMM289	KMM289	3556	c_1	None	serine/threonine-protein kinase HipA [EC:2.7.11.1]	None
K01525	KMM289	KMM289	3364	c_1	None	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]	None
K02004	KMM289	KMM289	832	c_1	None	putative ABC transport system permease protein	None
K02004	KMM289	KMM289	174	c_1	None	putative ABC transport system permease protein	None
K02004	KMM289	KMM289	176	c_1	None	putative ABC transport system permease protein	None
K02004	KMM289	KMM289	3506	c_1	None	putative ABC transport system permease protein	None
K02004	KMM289	KMM289	1908	c_1	None	putative ABC transport system permease protein	None
K02004	KMM289	KMM289	1207	c_1	None	putative ABC transport system permease protein	None
K02004	KMM289	KMM289	1182	c_1	None	putative ABC transport system permease protein	None
K02004	KMM289	KMM289	1183	c_1	None	putative ABC transport system permease protein	None
K01519	KMM289	KMM289	3212	c_1	None	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	None
K09810	KMM289	KMM289	3505	c_1	None	lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]	None
K09810	KMM289	KMM289	175	c_1	None	lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]	None
K03642	KMM289	KMM289	608	c_1	None	peptidoglycan lytic transglycosylase [EC:4.2.2.29]	None
K03642	KMM289	KMM289	3538	c_1	None	peptidoglycan lytic transglycosylase [EC:4.2.2.29]	None
K06925	KMM289	KMM289	3344	c_1	None	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	None
K06919	KMM289	KMM289	3227	c_1	None	putative DNA primase/helicase	None
K02835	KMM289	KMM289	3649	c_1	None	peptide chain release factor 1	None
K08303	KMM289	KMM289	3674	c_1	None	U32 family peptidase [EC:3.4.-.-]	None
K18676	KMM289	KMM289	3689	c_1	None	glucosamine kinase [EC:2.7.1.8]	None
K07226	KMM289	KMM289	3480	c_1	None	heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]	None
K07227	KMM289	KMM289	3479	c_1	None	heme iron utilization protein	None
K07019	KMM289	KMM289	3456	c_1	None	uncharacterized protein	None
K07025	KMM289	KMM289	684	c_1	None	putative hydrolase of the HAD superfamily	None
K07025	KMM289	KMM289	3623	c_1	None	putative hydrolase of the HAD superfamily	None
K05801	KMM289	KMM289	3372	c_1	None	DnaJ like chaperone protein	None
K05801	KMM289	KMM289	3068	c_1	None	DnaJ like chaperone protein	None
K02015	KMM289	KMM289	593	c_1	None	iron complex transport system permease protein	None
K02015	KMM289	KMM289	3477	c_1	None	iron complex transport system permease protein	None
K26148	KMM289	KMM289	3508	c_1	None	c-di-GMP phosphodiesterase [EC:3.1.4.52]	None
K26148	KMM289	KMM289	2117	c_1	None	c-di-GMP phosphodiesterase [EC:3.1.4.52]	None
K05785	KMM289	KMM289	3336	c_1	None	transcriptional antiterminator RfaH	None
K10834	KMM289	KMM289	3476	c_1	None	heme transport system ATP-binding protein [EC:7.6.2.5]	None
K01091	KMM289	KMM289	418	c_1	None	phosphoglycolate phosphatase [EC:3.1.3.18]	None
K01091	KMM289	KMM289	3623	c_1	None	phosphoglycolate phosphatase [EC:3.1.3.18]	None
K01091	KMM289	KMM289	1963	c_1	None	phosphoglycolate phosphatase [EC:3.1.3.18]	None
K01091	KMM289	KMM289	527	c_1	None	phosphoglycolate phosphatase [EC:3.1.3.18]	None
K01091	KMM289	KMM289	3632	c_1	None	phosphoglycolate phosphatase [EC:3.1.3.18]	None
K25133	KMM289	KMM289	3477	c_1	None	heme transport system permease protein	None
K00364	KMM289	KMM289	3580	c_1	None	GMP reductase [EC:1.7.1.7]	None
K02003	KMM289	KMM289	1184	c_1	None	putative ABC transport system ATP-binding protein	None
K02003	KMM289	KMM289	175	c_1	None	putative ABC transport system ATP-binding protein	None
K02003	KMM289	KMM289	3505	c_1	None	putative ABC transport system ATP-binding protein	None
K02003	KMM289	KMM289	1906	c_1	None	putative ABC transport system ATP-binding protein	None
K02003	KMM289	KMM289	1207	c_1	None	putative ABC transport system ATP-binding protein	None
K02836	KMM289	KMM289	3526	c_1	None	peptide chain release factor 2	None
K03282	KMM289	KMM289	3553	c_1	None	large conductance mechanosensitive channel	None
K01867	KMM289	KMM289	3624	c_1	None	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	None
K01867	KMM289	KMM289	2483	c_1	None	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	None
K01126	KMM289	KMM289	4139	c_1	None	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	None
K01126	KMM289	KMM289	3603	c_1	None	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	None
K16328	KMM289	KMM289	3442	c_1	None	pseudouridine kinase [EC:2.7.1.83]	None
K07219	KMM289	KMM289	3715	c_1	None	putative molybdopterin biosynthesis protein	None
K07219	KMM289	KMM289	3708	c_1	None	putative molybdopterin biosynthesis protein	None
K07219	KMM289	KMM289	3901	c_1	None	putative molybdopterin biosynthesis protein	None
K04077	KMM289	KMM289	3241	c_1	None	chaperonin GroEL [EC:5.6.1.7]	None
K00563	KMM289	KMM289	3448	c_1	None	23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	None
K16329	KMM289	KMM289	3441	c_1	None	pseudouridylate synthase [EC:4.2.1.70]	None
K04088	KMM289	KMM289	3351	c_1	None	modulator of FtsH protease HflK	None
K02837	KMM289	KMM289	3202	c_1	None	peptide chain release factor 3	None
K11903	KMM289	KMM289	3974	c_1	None	type VI secretion system secreted protein Hcp	None
K11903	KMM289	KMM289	3275	c_1	None	type VI secretion system secreted protein Hcp	None
K11903	KMM289	KMM289	1361	c_1	None	type VI secretion system secreted protein Hcp	None
K11903	KMM289	KMM289	1659	c_1	None	type VI secretion system secreted protein Hcp	None
K11903	KMM289	KMM289	3486	c_1	None	type VI secretion system secreted protein Hcp	None
K25132	KMM289	KMM289	3478	c_1	None	heme transport system substrate-binding protein	None
K02071	KMM289	KMM289	3339	c_1	None	D-methionine transport system ATP-binding protein	None
K06217	KMM289	KMM289	3560	c_1	None	phosphate starvation-inducible protein PhoH and related proteins	None
K02663	KMM289	KMM289	3614	c_1	None	type IV pilus assembly protein PilN	None
K07733	KMM289	KMM289	1363	c_1	None	prophage regulatory protein	None
K07733	KMM289	KMM289	3278	c_1	None	prophage regulatory protein	None
K01424	KMM289	KMM289	3529	c_1	None	L-asparaginase [EC:3.5.1.1]	None
K01424	KMM289	KMM289	2076	c_1	None	L-asparaginase [EC:3.5.1.1]	None
K07727	KMM289	KMM289	3492	c_1	None	putative transcriptional regulator	None
K07727	KMM289	KMM289	197	c_1	None	putative transcriptional regulator	None
K07727	KMM289	KMM289	943	c_1	None	putative transcriptional regulator	None
K01183	KMM289	KMM289	3497	c_1	None	chitinase [EC:3.2.1.14]	None
K01183	KMM289	KMM289	3502	c_1	None	chitinase [EC:3.2.1.14]	None
K01183	KMM289	KMM289	3495	c_1	None	chitinase [EC:3.2.1.14]	None
K06149	KMM289	KMM289	2482	c_1	None	universal stress protein A	None
K06149	KMM289	KMM289	3445	c_1	None	universal stress protein A	None
K04763	KMM289	KMM289	3552	c_1	None	integrase/recombinase XerD	None
K01425	KMM289	KMM289	3512	c_1	None	glutaminase [EC:3.5.1.2]	None
K02662	KMM289	KMM289	3613	c_1	None	type IV pilus assembly protein PilM	None
K02064	KMM289	KMM289	3252	c_1	None	thiamine transport system substrate-binding protein	None
K02528	KMM289	KMM289	3366	c_1	None	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	None
K03839	KMM289	KMM289	1116	c_1	None	flavodoxin I	None
K03839	KMM289	KMM289	3551	c_1	None	flavodoxin I	None
K03811	KMM289	KMM289	3640	c_1	None	nicotinamide mononucleotide transporter	None
K03634	KMM289	KMM289	120	c_1	None	outer membrane lipoprotein carrier protein	None
K03634	KMM289	KMM289	3427	c_1	None	outer membrane lipoprotein carrier protein	None
K07687	KMM289	KMM289	3680	c_1	None	two-component system, NarL family, captular synthesis response regulator RcsB	None
K09899	KMM289	KMM289	3316	c_1	None	uncharacterized protein	None
K02072	KMM289	KMM289	3338	c_1	None	D-methionine transport system permease protein	None
K07042	KMM289	KMM289	3559	c_1	None	probable rRNA maturation factor	None
K01802	KMM289	KMM289	1307	c_1	None	peptidylprolyl isomerase [EC:5.2.1.8]	None
K01802	KMM289	KMM289	1422	c_1	None	peptidylprolyl isomerase [EC:5.2.1.8]	None
K01802	KMM289	KMM289	3463	c_1	None	peptidylprolyl isomerase [EC:5.2.1.8]	None
K06189	KMM289	KMM289	3558	c_1	None	hemolysin (HlyC) family protein	None
K04761	KMM289	KMM289	4050	c_1	None	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	None
K04761	KMM289	KMM289	3611	c_1	None	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	None
K07269	KMM289	KMM289	3387	c_1	None	cell division protein YtfB	None
K04774	KMM289	KMM289	3668	c_1	None	serine protease SohB [EC:3.4.21.-]	None
K03557	KMM289	KMM289	3301	c_1	None	Fis family transcriptional regulator, factor for inversion stimulation protein	None
K07645	KMM289	KMM289	3582	c_1	None	two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]	None
K07679	KMM289	KMM289	3681	c_1	None	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	None
K07679	KMM289	KMM289	3867	c_1	None	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	None
K07679	KMM289	KMM289	3333	c_1	None	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	None
K07679	KMM289	KMM289	513	c_1	None	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	None
K09898	KMM289	KMM289	3454	c_1	None	uncharacterized protein	None
K02073	KMM289	KMM289	3337	c_1	None	D-methionine transport system substrate-binding protein	None
K02073	KMM289	KMM289	4194	c_1	None	D-methionine transport system substrate-binding protein	None
K01744	KMM289	KMM289	3237	c_1	None	aspartate ammonia-lyase [EC:4.3.1.1]	None
K06942	KMM289	KMM289	3642	c_1	None	ribosome-binding ATPase	None
K07443	KMM289	KMM289	3686	c_1	None	methylated-DNA-protein-cysteine methyltransferase related protein	None
K12700	KMM289	KMM289	3570	c_1	None	non-specific riboncleoside hydrolase [EC:3.2.2.-]	None
K02063	KMM289	KMM289	3251	c_1	None	thiamine transport system permease protein	None
K07090	KMM289	KMM289	283	c_1	None	uncharacterized protein	None
K07090	KMM289	KMM289	692	c_1	None	uncharacterized protein	None
K07090	KMM289	KMM289	3445	c_1	None	uncharacterized protein	None
K02665	KMM289	KMM289	3616	c_1	None	type IV pilus assembly protein PilP	None
K03745	KMM289	KMM289	3461	c_1	None	SlyX protein	None
K08162	KMM289	KMM289	595	c_1	None	MFS transporter, DHA1 family, multidrug resistance protein	None
K08162	KMM289	KMM289	3204	c_1	None	MFS transporter, DHA1 family, multidrug resistance protein	None
K08604	KMM289	KMM289	3206	c_1	None	vibriolysin [EC:3.4.24.25]	None
K02314	KMM289	KMM289	3471	c_1	None	replicative DNA helicase [EC:5.6.2.3]	None
K07287	KMM289	KMM289	3322	c_1	None	outer membrane protein assembly factor BamC	None
K04567	KMM289	KMM289	3525	c_1	None	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	None
K02664	KMM289	KMM289	3615	c_1	None	type IV pilus assembly protein PilO	None
K09916	KMM289	KMM289	3530	c_1	None	uncharacterized protein	None
K00661	KMM289	KMM289	2038	c_1	None	maltose O-acetyltransferase [EC:2.3.1.79]	None
K00661	KMM289	KMM289	304	c_1	None	maltose O-acetyltransferase [EC:2.3.1.79]	None
K00661	KMM289	KMM289	3419	c_1	None	maltose O-acetyltransferase [EC:2.3.1.79]	None
K00661	KMM289	KMM289	2070	c_1	None	maltose O-acetyltransferase [EC:2.3.1.79]	None
K07126	KMM289	KMM289	521	c_1	None	uncharacterized protein	None
K07126	KMM289	KMM289	1650	c_1	None	uncharacterized protein	None
K07126	KMM289	KMM289	3268	c_1	None	uncharacterized protein	None
K07126	KMM289	KMM289	3981	c_1	None	uncharacterized protein	None
K15536	KMM289	KMM289	3218	c_1	None	soluble cytochrome b562	None
K11750	KMM289	KMM289	3376	c_1	None	esterase FrsA [EC:3.1.-.-]	None
K03630	KMM289	KMM289	3288	c_1	None	DNA repair protein RadC	None
K03630	KMM289	KMM289	2652	c_1	None	DNA repair protein RadC	None
K03630	KMM289	KMM289	1373	c_1	None	DNA repair protein RadC	None
K03630	KMM289	KMM289	3958	c_1	None	DNA repair protein RadC	None
K03817	KMM289	KMM289	2941	c_1	None	ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	None
K03817	KMM289	KMM289	3207	c_1	None	ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	None
K07483	KMM289	KMM289	1856	c_1	None	transposase	None
K07483	KMM289	KMM289	3245	c_1	None	transposase	None
K07483	KMM289	KMM289	1264	c_1	None	transposase	None
K07483	KMM289	KMM289	1617	c_1	None	transposase	None
K07483	KMM289	KMM289	883	c_1	None	transposase	None
K07483	KMM289	KMM289	1653	c_1	None	transposase	None
K07483	KMM289	KMM289	4155	c_1	None	transposase	None
K07483	KMM289	KMM289	3294	c_1	None	transposase	None
K07497	KMM289	KMM289	3244	c_1	None	putative transposase	None
K07497	KMM289	KMM289	1616	c_1	None	putative transposase	None
K07497	KMM289	KMM289	1265	c_1	None	putative transposase	None
K07497	KMM289	KMM289	882	c_1	None	putative transposase	None
K07497	KMM289	KMM289	1618	c_1	None	putative transposase	None
K07497	KMM289	KMM289	1855	c_1	None	putative transposase	None
K07497	KMM289	KMM289	1654	c_1	None	putative transposase	None
K07497	KMM289	KMM289	4156	c_1	None	putative transposase	None
K07497	KMM289	KMM289	3295	c_1	None	putative transposase	None
K03168	KMM289	KMM289	3684	c_1	None	DNA topoisomerase I [EC:5.6.2.1]	None
K18979	KMM289	KMM289	3342	c_1	None	epoxyqueuosine reductase [EC:1.17.99.6]	None
K09900	KMM289	KMM289	3637	c_1	None	N4-acetylcytidine amidohydrolase [EC:3.5.1.135]	None
K02666	KMM289	KMM289	3617	c_1	None	type IV pilus assembly protein PilQ	None
K07078	KMM289	KMM289	3573	c_1	None	uncharacterized protein	None
K03752	KMM289	KMM289	3709	c_1	None	molybdenum cofactor guanylyltransferase [EC:2.7.7.77]	None
K02316	KMM289	KMM289	3232	c_1	None	DNA primase [EC:2.7.7.101]	None
K04773	KMM289	KMM289	3416	c_1	None	protease IV [EC:3.4.21.-]	None
K02317	KMM289	KMM289	3309	c_1	None	DNA replication protein DnaT	None
K03753	KMM289	KMM289	3708	c_1	None	molybdopterin-guanine dinucleotide biosynthesis adapter protein	None
K03790	KMM289	KMM289	3208	c_1	None	[ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]	None
K03592	KMM289	KMM289	3549	c_1	None	PmbA protein	None
K03592	KMM289	KMM289	2237	c_1	None	PmbA protein	None
K06039	KMM289	KMM289	3671	c_1	None	uncharacterized protein involved in oxidation of intracellular sulfur	None
K19694	KMM289	KMM289	3696	c_1	None	two-component system, sensor histidine kinase ChiS	None
K03828	KMM289	KMM289	3203	c_1	None	putative acetyltransferase [EC:2.3.1.-]	None
K03825	KMM289	KMM289	2274	c_1	None	L-phenylalanine/L-methionine N-acetyltransferase [EC:2.3.1.53 2.3.1.-]	None
K01997	KMM289	KMM289	2615	c_1	None	branched-chain amino acid transport system permease protein	None
K05501	KMM289	KMM289	2649	c_1	None	TetR/AcrR family transcriptional regulator	None
K02871	KMM289	KMM289	2206	c_1	None	large subunit ribosomal protein L13	None
K03574	KMM289	KMM289	1929	c_1	None	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	None
K03574	KMM289	KMM289	3533	c_1	None	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	None
K03574	KMM289	KMM289	734	c_1	None	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	None
K03574	KMM289	KMM289	2135	c_1	None	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	None
K07262	KMM289	KMM289	2261	c_1	None	serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]	None
K07262	KMM289	KMM289	2079	c_1	None	serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]	None
K02441	KMM289	KMM289	2610	c_1	None	rhomboid protease GlpG [EC:3.4.21.105]	None
K05851	KMM289	KMM289	2250	c_1	None	adenylate cyclase, class 1 [EC:4.6.1.1]	None
K07667	KMM289	KMM289	2516	c_1	None	two-component system, OmpR family, KDP operon response regulator KdpE	None
K12256	KMM289	KMM289	2396	c_1	None	putrescine---pyruvate transaminase [EC:2.6.1.113]	None
K02904	KMM289	KMM289	2335	c_1	None	large subunit ribosomal protein L29	None
K01000	KMM289	KMM289	2146	c_1	None	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	None
K01766	KMM289	KMM289	2464	c_1	None	cysteine sulfinate desulfinase [EC:4.4.1.-]	None
K01996	KMM289	KMM289	2612	c_1	None	branched-chain amino acid transport system ATP-binding protein	None
K16554	KMM289	KMM289	2560	c_1	None	polysaccharide biosynthesis transport protein [EC:2.7.10.3]	None
K02521	KMM289	KMM289	2645	c_1	None	LysR family transcriptional regulator, positive regulator for ilvC	None
K03629	KMM289	KMM289	2527	c_1	None	DNA replication and repair protein RecF	None
K11211	KMM289	KMM289	2490	c_1	None	3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166]	None
K07301	KMM289	KMM289	1416	c_1	None	cation:H+ antiporter	None
K07301	KMM289	KMM289	590	c_1	None	cation:H+ antiporter	None
K07301	KMM289	KMM289	2271	c_1	None	cation:H+ antiporter	None
K02906	KMM289	KMM289	2343	c_1	None	large subunit ribosomal protein L3	None
K07659	KMM289	KMM289	2314	c_1	None	two-component system, OmpR family, phosphate regulon response regulator OmpR	None
K07659	KMM289	KMM289	2347	c_1	None	two-component system, OmpR family, phosphate regulon response regulator OmpR	None
K03588	KMM289	KMM289	2144	c_1	None	peptidoglycan glycosyltransferase [EC:2.4.99.28]	None
K06143	KMM289	KMM289	2569	c_1	None	inner membrane protein	None
K06156	KMM289	KMM289	2366	c_1	None	Gnt-I system low-affinity gluconate transporter	None
K02654	KMM289	KMM289	2131	c_1	None	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	None
K00057	KMM289	KMM289	2356	c_1	None	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	None
K03589	KMM289	KMM289	2141	c_1	None	cell division protein FtsQ	None
K18778	KMM289	KMM289	2133	c_1	None	cell division protein ZapD	None
K02907	KMM289	KMM289	2325	c_1	None	large subunit ribosomal protein L30	None
K02913	KMM289	KMM289	2654	c_1	None	large subunit ribosomal protein L33	None
K03600	KMM289	KMM289	2200	c_1	None	stringent starvation protein B	None
K01995	KMM289	KMM289	2613	c_1	None	branched-chain amino acid transport system ATP-binding protein	None
K03628	KMM289	KMM289	2604	c_1	None	transcription termination factor Rho	None
K20988	KMM289	KMM289	2559	c_1	None	polysaccharide biosynthesis/export protein VpsN	None
K01991	KMM289	KMM289	288	c_1	None	polysaccharide biosynthesis/export protein	None
K01991	KMM289	KMM289	2559	c_1	None	polysaccharide biosynthesis/export protein	None
K16962	KMM289	KMM289	2531	c_1	None	putative S-methylcysteine transport system permease protein	None
K17315	KMM289	KMM289	2631	c_1	None	glucose/mannose transport system substrate-binding protein	None
K03599	KMM289	KMM289	2201	c_1	None	stringent starvation protein A	None
K07270	KMM289	KMM289	2453	c_1	None	glycosyl transferase, family 25	None
K06153	KMM289	KMM289	2420	c_1	None	undecaprenyl-diphosphatase [EC:3.6.1.27]	None
K02876	KMM289	KMM289	2324	c_1	None	large subunit ribosomal protein L15	None
K02902	KMM289	KMM289	2653	c_1	None	large subunit ribosomal protein L28	None
K16963	KMM289	KMM289	2532	c_1	None	putative S-methylcysteine transport system ATP-binding protein	None
K06958	KMM289	KMM289	2221	c_1	None	RNase adapter protein RapZ	None
K01776	KMM289	KMM289	2469	c_1	None	glutamate racemase [EC:5.1.1.3]	None
K18555	KMM289	KMM289	2361	c_1	None	fluoroquinolone resistance protein	None
K02914	KMM289	KMM289	2533	c_1	None	large subunit ribosomal protein L34	None
K16961	KMM289	KMM289	2530	c_1	None	putative S-methylcysteine transport system substrate-binding protein	None
K07663	KMM289	KMM289	2573	c_1	None	two-component system, OmpR family, catabolic regulation response regulator CreB	None
K01548	KMM289	KMM289	2514	c_1	None	potassium-transporting ATPase KdpC subunit	None
